# Output of 'KaSim' '-i' './SA_KD1__FREE__/level10/model_level10_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level10' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 675709605
# "uuid" : "972036014"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,103
20.,0,0,1000,0,105
30.,0,0,1000,0,91
40.,0,0,1000,0,103
50.,0,0,1000,0,110
60.,0,0,1000,0,109
70.,0,0,1000,0,102
80.,0,0,1000,0,101
90.,0,0,1000,0,103
100.,0,0,1000,0,101
110.,0,0,1000,0,91
120.,0,0,1000,0,127
130.,0,0,1000,0,114
140.,0,0,1000,0,116
150.,0,0,1000,0,93
160.,0,0,1000,0,106
170.,0,0,1000,0,108
180.,0,0,1000,0,118
190.,0,0,1000,0,104
200.,0,0,1000,0,117
210.,0,0,1000,0,98
220.,0,0,1000,0,114
230.,0,0,1000,0,117
240.,0,0,1000,0,110
250.,0,0,1000,0,109
260.,0,0,1000,0,114
270.,0,0,1000,0,107
280.,0,0,1000,0,116
290.,0,0,1000,0,108
300.,0,0,1000,0,83
310.,0,0,1000,0,95
320.,0,0,1000,0,127
330.,0,0,1000,0,104
340.,0,0,1000,0,113
350.,0,0,1000,0,98
360.,0,0,1000,0,111
370.,0,0,1000,0,113
380.,0,0,1000,0,105
390.,0,0,1000,0,104
400.,0,0,1000,0,114
410.,0,0,1000,0,94
420.,0,0,1000,0,101
430.,0,0,1000,0,111
440.,0,0,1000,0,92
450.,0,0,1000,0,104
460.,0,0,1000,0,95
470.,0,0,1000,0,112
480.,0,0,1000,0,114
490.,0,0,1000,0,93
500.,0,0,1000,0,116
510.,0,0,1000,0,97
520.,0,0,1000,0,108
530.,0,0,1000,0,98
540.,0,0,1000,0,95
550.,0,0,1000,0,96
560.,0,0,1000,0,106
570.,0,0,1000,0,97
580.,0,0,1000,0,97
590.,0,0,1000,0,111
600.,0,0,1000,0,88
610.,12647,12635,1000,12,103
620.,12647,12635,1000,12,107
630.,12647,12640,1000,7,95
640.,12647,12641,1000,6,103
650.,12647,12636,1000,11,81
660.,12647,12638,1000,9,105
