# Output of 'KaSim' '-i' './SA_kphos__FREE__/level1/model_level01_kphos__FREE__.kappa' '-d' './SA_kphos__FREE__/level1' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 694048822
# "uuid" : "703845714"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,304
20.,0,0,1000,0,282
30.,0,0,1000,0,283
40.,0,0,1000,0,274
50.,0,0,1000,0,308
60.,0,0,1000,0,296
70.,0,0,1000,0,283
80.,0,0,1000,0,316
90.,0,0,1000,0,284
100.,0,0,1000,0,286
110.,0,0,1000,0,281
120.,0,0,1000,0,285
130.,0,0,1000,0,307
140.,0,0,1000,0,285
150.,0,0,1000,0,278
160.,0,0,1000,0,280
170.,0,0,1000,0,301
180.,0,0,1000,0,289
190.,0,0,1000,0,295
200.,0,0,1000,0,269
210.,0,0,1000,0,316
220.,0,0,1000,0,266
230.,0,0,1000,0,303
240.,0,0,1000,0,307
250.,0,0,1000,0,270
260.,0,0,1000,0,286
270.,0,0,1000,0,286
280.,0,0,1000,0,303
290.,0,0,1000,0,308
300.,0,0,1000,0,313
310.,0,0,1000,0,295
320.,0,0,1000,0,277
330.,0,0,1000,0,298
340.,0,0,1000,0,285
350.,0,0,1000,0,276
360.,0,0,1000,0,279
370.,0,0,1000,0,288
380.,0,0,1000,0,281
390.,0,0,1000,0,300
400.,0,0,1000,0,319
410.,0,0,1000,0,311
420.,0,0,1000,0,284
430.,0,0,1000,0,295
440.,0,0,1000,0,299
450.,0,0,1000,0,300
460.,0,0,1000,0,292
470.,0,0,1000,0,292
480.,0,0,1000,0,262
490.,0,0,1000,0,304
500.,0,0,1000,0,299
510.,0,0,1000,0,300
520.,0,0,1000,0,315
530.,0,0,1000,0,291
540.,0,0,1000,0,309
550.,0,0,1000,0,278
560.,0,0,1000,0,293
570.,0,0,1000,0,289
580.,0,0,1000,0,274
590.,0,0,1000,0,308
600.,0,0,1000,0,300
610.,12647,12174,1000,473,342
620.,12647,12143,1000,504,380
630.,12647,12160,1000,487,334
640.,12647,12132,1000,515,357
650.,12647,12157,1000,490,361
660.,12647,12155,1000,492,362
