# Output of 'KaSim' '-i' './SA_kdephos__FREE__/level5/model_level05_kdephos__FREE__.kappa' '-d' './SA_kdephos__FREE__/level5' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 11430927
# "uuid" : "659418928"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,3
20.,0,0,1000,0,1
30.,0,0,1000,0,2
40.,0,0,1000,0,0
50.,0,0,1000,0,3
60.,0,0,1000,0,2
70.,0,0,1000,0,4
80.,0,0,1000,0,4
90.,0,0,1000,0,3
100.,0,0,1000,0,2
110.,0,0,1000,0,5
120.,0,0,1000,0,6
130.,0,0,1000,0,2
140.,0,0,1000,0,4
150.,0,0,1000,0,7
160.,0,0,1000,0,3
170.,0,0,1000,0,2
180.,0,0,1000,0,3
190.,0,0,1000,0,3
200.,0,0,1000,0,3
210.,0,0,1000,0,3
220.,0,0,1000,0,7
230.,0,0,1000,0,3
240.,0,0,1000,0,4
250.,0,0,1000,0,6
260.,0,0,1000,0,3
270.,0,0,1000,0,5
280.,0,0,1000,0,3
290.,0,0,1000,0,0
300.,0,0,1000,0,4
310.,0,0,1000,0,2
320.,0,0,1000,0,1
330.,0,0,1000,0,3
340.,0,0,1000,0,1
350.,0,0,1000,0,1
360.,0,0,1000,0,0
370.,0,0,1000,0,1
380.,0,0,1000,0,2
390.,0,0,1000,0,3
400.,0,0,1000,0,0
410.,0,0,1000,0,2
420.,0,0,1000,0,3
430.,0,0,1000,0,10
440.,0,0,1000,0,3
450.,0,0,1000,0,4
460.,0,0,1000,0,2
470.,0,0,1000,0,4
480.,0,0,1000,0,2
490.,0,0,1000,0,3
500.,0,0,1000,0,4
510.,0,0,1000,0,3
520.,0,0,1000,0,3
530.,0,0,1000,0,1
540.,0,0,1000,0,5
550.,0,0,1000,0,1
560.,0,0,1000,0,2
570.,0,0,1000,0,3
580.,0,0,1000,0,1
590.,0,0,1000,0,6
600.,0,0,1000,0,4
610.,12647,12136,1000,511,2
620.,12647,12140,1000,507,4
630.,12647,12147,1000,500,2
640.,12647,12148,1000,499,5
650.,12647,12156,1000,491,5
660.,12647,12147,1000,500,4
