# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level7/model_level07_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level7' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 605831856
# "uuid" : "741370421"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,449
20.,0,0,1000,0,422
30.,0,0,1000,0,457
40.,0,0,1000,0,420
50.,0,0,1000,0,405
60.,0,0,1000,0,415
70.,0,0,1000,0,465
80.,0,0,1000,0,411
90.,0,0,1000,0,470
100.,0,0,1000,0,439
110.,0,0,1000,0,460
120.,0,0,1000,0,416
130.,0,0,1000,0,418
140.,0,0,1000,0,453
150.,0,0,1000,0,413
160.,0,0,1000,0,431
170.,0,0,1000,0,439
180.,0,0,1000,0,405
190.,0,0,1000,0,410
200.,0,0,1000,0,427
210.,0,0,1000,0,443
220.,0,0,1000,0,427
230.,0,0,1000,0,448
240.,0,0,1000,0,410
250.,0,0,1000,0,448
260.,0,0,1000,0,462
270.,0,0,1000,0,422
280.,0,0,1000,0,449
290.,0,0,1000,0,410
300.,0,0,1000,0,438
310.,0,0,1000,0,440
320.,0,0,1000,0,454
330.,0,0,1000,0,455
340.,0,0,1000,0,437
350.,0,0,1000,0,421
360.,0,0,1000,0,447
370.,0,0,1000,0,430
380.,0,0,1000,0,446
390.,0,0,1000,0,449
400.,0,0,1000,0,439
410.,0,0,1000,0,438
420.,0,0,1000,0,413
430.,0,0,1000,0,429
440.,0,0,1000,0,440
450.,0,0,1000,0,427
460.,0,0,1000,0,440
470.,0,0,1000,0,454
480.,0,0,1000,0,427
490.,0,0,1000,0,430
500.,0,0,1000,0,423
510.,0,0,1000,0,423
520.,0,0,1000,0,444
530.,0,0,1000,0,436
540.,0,0,1000,0,425
550.,0,0,1000,0,424
560.,0,0,1000,0,433
570.,0,0,1000,0,430
580.,0,0,1000,0,414
590.,0,0,1000,0,431
600.,0,0,1000,0,425
610.,12647,12142,1000,505,429
620.,12647,12156,1000,491,431
630.,12647,12155,1000,492,428
640.,12647,12130,1000,517,432
650.,12647,12180,1000,467,417
660.,12647,12166,1000,481,426
