# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level5/model_level05_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level5' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 785194380
# "uuid" : "208523016"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,413
20.,0,0,1000,0,409
30.,0,0,1000,0,417
40.,0,0,1000,0,399
50.,0,0,1000,0,427
60.,0,0,1000,0,419
70.,0,0,1000,0,399
80.,0,0,1000,0,384
90.,0,0,1000,0,401
100.,0,0,1000,0,419
110.,0,0,1000,0,432
120.,0,0,1000,0,428
130.,0,0,1000,0,409
140.,0,0,1000,0,412
150.,0,0,1000,0,417
160.,0,0,1000,0,411
170.,0,0,1000,0,402
180.,0,0,1000,0,397
190.,0,0,1000,0,428
200.,0,0,1000,0,414
210.,0,0,1000,0,386
220.,0,0,1000,0,405
230.,0,0,1000,0,418
240.,0,0,1000,0,425
250.,0,0,1000,0,404
260.,0,0,1000,0,419
270.,0,0,1000,0,408
280.,0,0,1000,0,416
290.,0,0,1000,0,415
300.,0,0,1000,0,404
310.,0,0,1000,0,420
320.,0,0,1000,0,405
330.,0,0,1000,0,410
340.,0,0,1000,0,401
350.,0,0,1000,0,415
360.,0,0,1000,0,419
370.,0,0,1000,0,431
380.,0,0,1000,0,416
390.,0,0,1000,0,452
400.,0,0,1000,0,411
410.,0,0,1000,0,425
420.,0,0,1000,0,399
430.,0,0,1000,0,429
440.,0,0,1000,0,417
450.,0,0,1000,0,393
460.,0,0,1000,0,414
470.,0,0,1000,0,401
480.,0,0,1000,0,409
490.,0,0,1000,0,404
500.,0,0,1000,0,432
510.,0,0,1000,0,408
520.,0,0,1000,0,385
530.,0,0,1000,0,404
540.,0,0,1000,0,395
550.,0,0,1000,0,402
560.,0,0,1000,0,423
570.,0,0,1000,0,402
580.,0,0,1000,0,417
590.,0,0,1000,0,388
600.,0,0,1000,0,421
610.,12647,12174,1000,473,388
620.,12647,12144,1000,503,396
630.,12647,12185,1000,462,426
640.,12647,12175,1000,472,437
650.,12647,12134,1000,513,410
660.,12647,12153,1000,494,426
