# Output of 'KaSim' '-i' './SA_KD1__FREE__/level7/model_level07_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level7' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 908412459
# "uuid" : "400759824"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,108
20.,0,0,1000,0,113
30.,0,0,1000,0,93
40.,0,0,1000,0,102
50.,0,0,1000,0,95
60.,0,0,1000,0,92
70.,0,0,1000,0,105
80.,0,0,1000,0,100
90.,0,0,1000,0,93
100.,0,0,1000,0,88
110.,0,0,1000,0,113
120.,0,0,1000,0,109
130.,0,0,1000,0,113
140.,0,0,1000,0,120
150.,0,0,1000,0,101
160.,0,0,1000,0,104
170.,0,0,1000,0,104
180.,0,0,1000,0,113
190.,0,0,1000,0,98
200.,0,0,1000,0,95
210.,0,0,1000,0,105
220.,0,0,1000,0,126
230.,0,0,1000,0,100
240.,0,0,1000,0,117
250.,0,0,1000,0,94
260.,0,0,1000,0,105
270.,0,0,1000,0,110
280.,0,0,1000,0,102
290.,0,0,1000,0,103
300.,0,0,1000,0,113
310.,0,0,1000,0,101
320.,0,0,1000,0,83
330.,0,0,1000,0,103
340.,0,0,1000,0,110
350.,0,0,1000,0,121
360.,0,0,1000,0,102
370.,0,0,1000,0,98
380.,0,0,1000,0,80
390.,0,0,1000,0,97
400.,0,0,1000,0,105
410.,0,0,1000,0,86
420.,0,0,1000,0,92
430.,0,0,1000,0,97
440.,0,0,1000,0,102
450.,0,0,1000,0,114
460.,0,0,1000,0,106
470.,0,0,1000,0,98
480.,0,0,1000,0,109
490.,0,0,1000,0,119
500.,0,0,1000,0,105
510.,0,0,1000,0,99
520.,0,0,1000,0,115
530.,0,0,1000,0,98
540.,0,0,1000,0,103
550.,0,0,1000,0,107
560.,0,0,1000,0,94
570.,0,0,1000,0,101
580.,0,0,1000,0,92
590.,0,0,1000,0,116
600.,0,0,1000,0,99
610.,12647,12633,1000,14,102
620.,12647,12633,1000,14,102
630.,12647,12630,1000,17,125
640.,12647,12630,1000,17,109
650.,12647,12634,1000,13,104
660.,12647,12634,1000,13,102
