# Output of 'KaSim' '-i' './SA_km1__FREE__/level8/model_level08_km1__FREE__.kappa' '-d' './SA_km1__FREE__/level8' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 392339019
# "uuid" : "871838671"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,99
20.,0,0,1000,0,122
30.,0,0,1000,0,122
40.,0,0,1000,0,102
50.,0,0,1000,0,106
60.,0,0,1000,0,115
70.,0,0,1000,0,104
80.,0,0,1000,0,101
90.,0,0,1000,0,106
100.,0,0,1000,0,91
110.,0,0,1000,0,112
120.,0,0,1000,0,100
130.,0,0,1000,0,120
140.,0,0,1000,0,103
150.,0,0,1000,0,100
160.,0,0,1000,0,98
170.,0,0,1000,0,101
180.,0,0,1000,0,98
190.,0,0,1000,0,92
200.,0,0,1000,0,102
210.,0,0,1000,0,107
220.,0,0,1000,0,105
230.,0,0,1000,0,99
240.,0,0,1000,0,126
250.,0,0,1000,0,112
260.,0,0,1000,0,97
270.,0,0,1000,0,119
280.,0,0,1000,0,95
290.,0,0,1000,0,103
300.,0,0,1000,0,116
310.,0,0,1000,0,89
320.,0,0,1000,0,116
330.,0,0,1000,0,111
340.,0,0,1000,0,108
350.,0,0,1000,0,110
360.,0,0,1000,0,110
370.,0,0,1000,0,114
380.,0,0,1000,0,87
390.,0,0,1000,0,89
400.,0,0,1000,0,116
410.,0,0,1000,0,98
420.,0,0,1000,0,109
430.,0,0,1000,0,115
440.,0,0,1000,0,96
450.,0,0,1000,0,105
460.,0,0,1000,0,106
470.,0,0,1000,0,92
480.,0,0,1000,0,102
490.,0,0,1000,0,106
500.,0,0,1000,0,108
510.,0,0,1000,0,112
520.,0,0,1000,0,105
530.,0,0,1000,0,116
540.,0,0,1000,0,109
550.,0,0,1000,0,118
560.,0,0,1000,0,94
570.,0,0,1000,0,117
580.,0,0,1000,0,108
590.,0,0,1000,0,92
600.,0,0,1000,0,106
610.,12647,12144,1000,503,143
620.,12647,12153,1000,494,125
630.,12647,12151,1000,496,148
640.,12647,12167,1000,480,119
650.,12647,12177,1000,470,132
660.,12647,12146,1000,501,140
