# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level9/model_level09_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level9' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 420273899
# "uuid" : "23213255"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,435
20.,0,0,1000,0,460
30.,0,0,1000,0,397
40.,0,0,1000,0,473
50.,0,0,1000,0,472
60.,0,0,1000,0,431
70.,0,0,1000,0,432
80.,0,0,1000,0,445
90.,0,0,1000,0,456
100.,0,0,1000,0,436
110.,0,0,1000,0,414
120.,0,0,1000,0,448
130.,0,0,1000,0,468
140.,0,0,1000,0,423
150.,0,0,1000,0,411
160.,0,0,1000,0,450
170.,0,0,1000,0,431
180.,0,0,1000,0,435
190.,0,0,1000,0,442
200.,0,0,1000,0,465
210.,0,0,1000,0,419
220.,0,0,1000,0,456
230.,0,0,1000,0,408
240.,0,0,1000,0,434
250.,0,0,1000,0,433
260.,0,0,1000,0,418
270.,0,0,1000,0,420
280.,0,0,1000,0,422
290.,0,0,1000,0,446
300.,0,0,1000,0,439
310.,0,0,1000,0,447
320.,0,0,1000,0,443
330.,0,0,1000,0,434
340.,0,0,1000,0,453
350.,0,0,1000,0,443
360.,0,0,1000,0,437
370.,0,0,1000,0,448
380.,0,0,1000,0,425
390.,0,0,1000,0,447
400.,0,0,1000,0,447
410.,0,0,1000,0,427
420.,0,0,1000,0,423
430.,0,0,1000,0,398
440.,0,0,1000,0,458
450.,0,0,1000,0,432
460.,0,0,1000,0,419
470.,0,0,1000,0,414
480.,0,0,1000,0,422
490.,0,0,1000,0,451
500.,0,0,1000,0,425
510.,0,0,1000,0,430
520.,0,0,1000,0,461
530.,0,0,1000,0,432
540.,0,0,1000,0,418
550.,0,0,1000,0,444
560.,0,0,1000,0,428
570.,0,0,1000,0,442
580.,0,0,1000,0,443
590.,0,0,1000,0,436
600.,0,0,1000,0,422
610.,12647,12177,1000,470,429
620.,12647,12134,1000,513,428
630.,12647,12180,1000,467,452
640.,12647,12134,1000,513,426
650.,12647,12183,1000,464,444
660.,12647,12158,1000,489,427
