# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level6/model_level06_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level6' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 679031655
# "uuid" : "691818952"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,430
20.,0,0,1000,0,423
30.,0,0,1000,0,422
40.,0,0,1000,0,397
50.,0,0,1000,0,422
60.,0,0,1000,0,409
70.,0,0,1000,0,430
80.,0,0,1000,0,419
90.,0,0,1000,0,394
100.,0,0,1000,0,408
110.,0,0,1000,0,428
120.,0,0,1000,0,410
130.,0,0,1000,0,431
140.,0,0,1000,0,429
150.,0,0,1000,0,444
160.,0,0,1000,0,420
170.,0,0,1000,0,412
180.,0,0,1000,0,413
190.,0,0,1000,0,452
200.,0,0,1000,0,441
210.,0,0,1000,0,430
220.,0,0,1000,0,409
230.,0,0,1000,0,418
240.,0,0,1000,0,418
250.,0,0,1000,0,411
260.,0,0,1000,0,430
270.,0,0,1000,0,440
280.,0,0,1000,0,426
290.,0,0,1000,0,422
300.,0,0,1000,0,409
310.,0,0,1000,0,402
320.,0,0,1000,0,424
330.,0,0,1000,0,420
340.,0,0,1000,0,411
350.,0,0,1000,0,421
360.,0,0,1000,0,405
370.,0,0,1000,0,438
380.,0,0,1000,0,391
390.,0,0,1000,0,421
400.,0,0,1000,0,423
410.,0,0,1000,0,417
420.,0,0,1000,0,405
430.,0,0,1000,0,420
440.,0,0,1000,0,429
450.,0,0,1000,0,398
460.,0,0,1000,0,430
470.,0,0,1000,0,407
480.,0,0,1000,0,431
490.,0,0,1000,0,431
500.,0,0,1000,0,393
510.,0,0,1000,0,400
520.,0,0,1000,0,413
530.,0,0,1000,0,424
540.,0,0,1000,0,408
550.,0,0,1000,0,414
560.,0,0,1000,0,426
570.,0,0,1000,0,419
580.,0,0,1000,0,431
590.,0,0,1000,0,384
600.,0,0,1000,0,424
610.,12647,12156,1000,491,410
620.,12647,12162,1000,485,430
630.,12647,12156,1000,491,443
640.,12647,12138,1000,509,420
650.,12647,12184,1000,463,418
660.,12647,12160,1000,487,437
