# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level10/model_level10_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level10' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 308853215
# "uuid" : "1016216545"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,419
20.,0,0,1000,0,466
30.,0,0,1000,0,458
40.,0,0,1000,0,437
50.,0,0,1000,0,413
60.,0,0,1000,0,452
70.,0,0,1000,0,462
80.,0,0,1000,0,439
90.,0,0,1000,0,427
100.,0,0,1000,0,412
110.,0,0,1000,0,424
120.,0,0,1000,0,434
130.,0,0,1000,0,452
140.,0,0,1000,0,433
150.,0,0,1000,0,443
160.,0,0,1000,0,491
170.,0,0,1000,0,438
180.,0,0,1000,0,426
190.,0,0,1000,0,408
200.,0,0,1000,0,439
210.,0,0,1000,0,429
220.,0,0,1000,0,451
230.,0,0,1000,0,413
240.,0,0,1000,0,435
250.,0,0,1000,0,415
260.,0,0,1000,0,453
270.,0,0,1000,0,420
280.,0,0,1000,0,469
290.,0,0,1000,0,446
300.,0,0,1000,0,452
310.,0,0,1000,0,441
320.,0,0,1000,0,454
330.,0,0,1000,0,412
340.,0,0,1000,0,456
350.,0,0,1000,0,436
360.,0,0,1000,0,460
370.,0,0,1000,0,397
380.,0,0,1000,0,444
390.,0,0,1000,0,447
400.,0,0,1000,0,434
410.,0,0,1000,0,465
420.,0,0,1000,0,428
430.,0,0,1000,0,440
440.,0,0,1000,0,445
450.,0,0,1000,0,424
460.,0,0,1000,0,444
470.,0,0,1000,0,428
480.,0,0,1000,0,469
490.,0,0,1000,0,435
500.,0,0,1000,0,429
510.,0,0,1000,0,441
520.,0,0,1000,0,449
530.,0,0,1000,0,427
540.,0,0,1000,0,441
550.,0,0,1000,0,440
560.,0,0,1000,0,428
570.,0,0,1000,0,431
580.,0,0,1000,0,424
590.,0,0,1000,0,444
600.,0,0,1000,0,421
610.,12647,12148,1000,499,419
620.,12647,12148,1000,499,457
630.,12647,12164,1000,483,429
640.,12647,12157,1000,490,437
650.,12647,12143,1000,504,438
660.,12647,12164,1000,483,431
