1st	2nd	KD1__FREE__	km1__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__
r1	r1	1.0020065204351738	2.2791152105756654e-06	4.653830200230791e-07	8.88867920892298e-07	2.119811775194808e-06	1.0349881968357843e-06
r1	r1_rev	0.9944230013382266	0.006280092382724683	0.0015907868832134811	0.002631599943625352	0.002462482473357366	0.0013532945352364193
r1	r2	0.8212830136162137	0.05204957418221283	0.07189040661022134	0.16605171161719953	0.002851150943236166	0.001734583242268472
r1	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1	r4	1.003779801024543	0.0004810478226696132	0.0005530564341065488	0.0005329213042461983	0.0004727541124806437	0.0009942858385655635
r1	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1	r6	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r1	1.002072069850968	1.5144006303656768e-06	4.621390999920645e-07	9.119366680184456e-07	2.150529824475472e-06	1.0325623063380313e-06
r1_rev	r1_rev	1.0005617527140491	0.0025355059109422456	0.0008246575227077886	0.0023163852973127038	0.0024486990935592063	0.0009304216209568171
r1_rev	r2	0.9991481196769768	0.003706381142082534	0.0025380222782879847	0.005318231587469747	0.002602386184510319	0.0014346428913459503
r1_rev	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r4	0.6341113130385274	0.07470889236243355	0.2866604671035029	0.20056686935340245	0.000916105276033738	0.0013092209312053993
r1_rev	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r6	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r2	r2	0.8507429164733226	0.022117638818741594	0.10416554615902932	0.060336058146946134	0.0020222321568035126	0.002550262168774301
r2	r3	25.25136241336772	258.96160866779525	0.9251393747924792	0.01752416383967958	0.03652486861825216	221.19248140278904
r2	r4	0.0	0.0	0.0	0.0	0.0	0.0
r2	r5	2.227840793889502	22.752333183995944	0.943144934734877	218.67999331540696	0.12949057537307296	19.26407004530169
r2	r6	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r3	r2	0.5137319724859516	0.0733236636982183	0.25338389453754884	0.2626331664025648	0.0005410615169678643	0.0023127163669943492
r3	r3	0.00042743653060626444	3.4767532023664495e-06	1.001495344356241	0.0001875818421517946	5.407314204859314e-06	1.55987616432521e-05
r3	r4	0.02863578109856156	0.0009542052166108043	0.9744979450347041	0.00628738239391708	8.657772793284879e-06	7.83547656294737e-06
r3	r5	0.0004484752822169116	3.38062147299881e-06	1.0019538750192538	0.0002796744231253153	1.787833006930528e-05	4.980654470171096e-05
r3	r6	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r4	r2	0.0	0.0	0.0	0.0	0.0	0.0
r4	r3	0.0027847198712537876	0.0005599266716791995	1.0724566101224688	0.393104429676952	0.007796651509471419	0.00030585909872500014
r4	r4	0.777628893849373	0.002771597122783973	0.2604809199796034	0.05696948002304686	6.15448250781121e-05	6.895655354080718e-05
r4	r5	5.4429102165556976e-05	3.8514704782909175e-05	1.162186707361798	0.4105949520732591	0.23033499007757746	0.0078000264195464694
r4	r6	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r5	r2	0.0	0.0	0.0	0.0	0.0	0.0
r5	r3	0.0	0.0	0.0	0.0	0.0	0.0
r5	r4	0.0	0.0	0.0	0.0	0.0	0.0
r5	r5	7.224141585850669e-05	0.00027299172934387744	0.0331880561610178	0.0018464295386805315	0.12369222910326745	0.7788167894385482
r5	r6	0.00014969842374733844	2.7754675133943412e-05	0.006454622665407425	0.0002448220661207858	0.5487439491922608	0.11139281375867323
r6	r1	0.0	0.0	0.0	0.0	0.0	0.0
r6	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r6	r2	0.0	0.0	0.0	0.0	0.0	0.0
r6	r3	0.0	0.0	0.0	0.0	0.0	0.0
r6	r4	0.0	0.0	0.0	0.0	0.0	0.0
r6	r5	0.00016028919218565683	0.0013788007405794666	0.028378717698726498	0.000617524949849281	0.3978928198011899	0.7462481457859342
r6	r6	0.00014021561134634398	1.884111615520213e-05	0.03669542496784581	0.000379476184741908	0.9290462506712844	0.12209268106637666
