1st	2nd	KD1__FREE__	km1__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__
r1	r1	0.01382942366607757	6.480656553612657e-06	1.4329414296674125e-06	2.693690662612791e-06	3.745365457842373e-06	4.0077415145311144e-06
r1	r1_rev	0.056794495365824336	0.007725258262874957	0.0007442030809670376	0.00299785206238709	0.0015683527345993135	0.00044572105011976543
r1	r2	0.08291314431172471	0.01301380365626714	0.013970351042033985	0.0337482443596447	0.0027922853476326634	0.001044364533462807
r1	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1	r4	0.009543499479389969	0.0013498398831541586	0.0015087462108133965	0.0013455474851179166	0.0012416124334825851	0.0027148199097918636
r1	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1	r6	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r1	0.009924227376220703	3.695808492984166e-06	1.1687233596825881e-06	2.073607377327615e-06	3.930811486255467e-06	2.7189368519956227e-06
r1_rev	r1_rev	0.06739274316054962	0.0034279615026107414	0.0005859498778007479	0.0035064311217650286	0.0027912940746964744	0.0005396812576403695
r1_rev	r2	0.054658097670441434	0.004127375105032279	0.0011701456784342754	0.003645606078922033	0.002788712190774151	0.0010632076317738486
r1_rev	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r4	0.17584917623680157	0.024162255544105646	0.09013505254246558	0.04942200710165754	0.0005450482049243501	0.0010253630879983435
r1_rev	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r6	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r2	r2	0.06194730694122866	0.004124988771469493	0.011744861636002942	0.012164036483036728	0.0012523151676484647	0.0029711351223414444
r2	r3	31.67610195529732	324.8572515326307	0.1053154880584012	0.021789454875323334	0.04573238426882343	277.4774040039229
r2	r4	0.0	0.0	0.0	0.0	0.0	0.0
r2	r5	3.0228245678868686	31.1647970328417	0.3716210109750093	299.62450905911265	0.1578829237904209	26.19900728038764
r2	r6	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r3	r2	0.07976307441535432	0.022078333533486198	0.04384505832419759	0.054188550436366764	0.0002894054969471448	0.0026875761757006347
r3	r3	0.0007598404347560697	3.0796196741145364e-06	0.03676648240878424	0.0002644623283929677	5.222761511505974e-06	1.8753141771342138e-05
r3	r4	0.011889729218789129	0.000707504835463388	0.06746321201467105	0.011036082030796849	6.614117224380827e-06	3.1547808300766573e-06
r3	r5	0.0011408503180936021	6.634754933378695e-06	0.03213560292972991	0.000419959733762616	6.167119597234074e-05	8.619903512165264e-05
r3	r6	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r4	r2	0.0	0.0	0.0	0.0	0.0	0.0
r4	r3	0.0027349398252005403	0.0005868017130492738	0.287066830474953	0.41313159668361715	0.008191556012222233	0.00031935576026967936
r4	r4	0.41469003227046947	0.003858930883592718	0.4132426513684022	0.08954694001923227	9.303088732882329e-05	0.00010648420671010821
r4	r5	0.000846244824278576	0.00011953073109146794	0.7565893792117254	0.46405696844199146	0.2661681795885666	0.07478420019869274
r4	r6	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r5	r2	0.0	0.0	0.0	0.0	0.0	0.0
r5	r3	0.0	0.0	0.0	0.0	0.0	0.0
r5	r4	0.0	0.0	0.0	0.0	0.0	0.0
r5	r5	7.665302656002157e-05	0.0003727676038410445	0.04373303815972034	0.0039403038411386735	0.1290727708803471	0.37425988267953264
r5	r6	0.006551275406983497	0.0018134292117852567	0.020410791379024684	0.0008574831524029206	9.173671470019213	14.313966975861247
r6	r1	0.0	0.0	0.0	0.0	0.0	0.0
r6	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r6	r2	0.0	0.0	0.0	0.0	0.0	0.0
r6	r3	0.0	0.0	0.0	0.0	0.0	0.0
r6	r4	0.0	0.0	0.0	0.0	0.0	0.0
r6	r5	0.000380548662288531	0.0022162925839351003	0.026686728892704698	0.0030460080974580683	0.5077778639639937	0.47599642435409667
r6	r6	0.00024939802259688087	4.207312299612956e-05	0.05031988826997636	0.0005246335034264073	0.24559908430371932	0.14732323181383103
