	KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	K2RT__FREE__	K2RT__FREE__	K2RT__FREE__	km2__FREE__	km2__FREE__	kphos__FREE__
	km1__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	kphos__FREE__	kdephos__FREE__	kdephos__FREE__
rules															
r1	0.33393393757184026	0.11891088908055611	0.11880405678389086	0.11861128368303311	0.11903100959723718	0.02380465697740494	0.023835143934771638	0.023778898167084114	0.023849236907910125	-4.314977513091174e-05	-4.330151675204938e-05	-4.3221647752858586e-05	-0.00010546647285908207	-0.00010547766459371838	7.290795241639089e-06
r1_rev	0.3340468414743977	0.11893604566891343	0.11882971617720904	0.11863734494009204	0.119057883441996	0.023812340290026136	0.023842247898415322	0.023786322625967377	0.023855764031807232	-4.038199006797737e-05	-4.053507981314381e-05	-4.0454556325774296e-05	-0.00010256065908644114	-0.00010257030959539868	8.935480400628974e-06
r2	0.06269156723768132	0.08230677325062837	0.4200712364682488	0.05654363777542948	0.05641508072677216	0.0011218431517157415	0.0004884945166163529	0.0011478191754628964	0.0011453092884431979	0.004299515364712715	0.0032172004237917026	0.0032235949029786977	0.05461891914913521	0.054567543664307376	6.0637091244726377e-05
r3	-0.00014720591971140285	0.0004552989469873564	0.0019926970702557334	-0.00015299411080782772	-0.0001535882280411541	-4.754796793236815e-05	-0.00020143338458022964	3.6255654840270223e-06	3.676627256146763e-06	0.04143597866893345	0.0022864150132920523	0.002257900884860658	0.001955349308774089	0.0019190057717130362	-6.171933985918735e-05
r4	-0.0016479007042205888	-6.778489649504615e-05	0.007876219249314809	-0.0018041809518119913	-0.0018402160409084975	0.0002915134635360639	3.712158918955932e-05	0.00024440466398575016	0.00024440914426179864	0.040867216213206436	0.0018526077861807393	0.0018348473174302979	0.00013059499943708796	5.073752941948256e-05	-6.36482975234643e-05
r5	0.001748121868596364	0.002263994466077432	0.0017423352193036328	0.0018938519826697253	0.0011245266484781746	0.00014316526278738972	0.00021832922093312787	0.00014295271394781928	3.3088722678820126e-05	0.01194148114598703	0.01891493554274326	0.02729319946479103	9.174780372511737e-05	-0.0008904295342415658	0.12289000131900973
r6	0.0017469715916536433	0.0022625530999210025	0.0017411624376938444	0.0018931373581215771	0.0011235246025594336	0.00014079126823281218	0.00021583208539628727	0.00014159073070330042	3.233688573645033e-05	0.011941721268019253	0.018915047371552363	0.027293098757817602	9.117413417314424e-05	-0.0008904142156059836	0.12289173041661555
