		KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	K2RT__FREE__	K2RT__FREE__	K2RT__FREE__	km2__FREE__	km2__FREE__	kphos__FREE__
r3	r2	0.017786117540134004	0.09607999136167333	0.05722681386658704	0.025250276380994915	0.022221603927448996	-0.006343468595936819	0.0056564381649752415	-0.010333352826072655	-0.0105143208842538	0.019505913879296982	0.018705050675252573	0.020878932377235798	0.002229820471297324	0.0066499518921307	-0.001790017474181071
r3	r3	-0.0002770127495902559	0.014488192483909534	-0.0002762889862490341	-0.00027752628918626754	-0.0002783645166164598	0.010410151800564815	7.47047151349199e-05	7.40478719588823e-05	7.40780909238394e-05	-0.2053117562906744	-0.19184143636845813	-0.18511980204618955	2.3219722517407624e-05	2.365543621633951e-05	-7.142811487998863e-06
r3	r4	-0.004150804703622686	-0.0017623610051462624	-0.0003929411295822249	-0.0025699434049827733	-0.0025658584552835603	-0.005639351695077344	-0.00230391421460421	-0.002378549610456477	-0.0023797113316046527	0.005318383306561889	0.0065890471827090204	0.006397652312217063	-0.0021216340216629187	-0.002144233894400323	-4.5176763913832354e-05
r3	r5	-0.0002608588790687989	0.014094571222995844	-0.0002588513019973226	-0.00026085385300901674	-0.0002621515656156337	0.008632371848818599	5.300892207485522e-05	5.195285853261884e-05	5.200102891068753e-05	-0.21201605824376119	-0.19477397465592097	-0.18746316501240967	-1.6216191679986935e-05	-1.5597247437104968e-05	1.1149916790393162e-05
r3	r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r4	r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r4	r3	-0.00029522737805811906	0.10080546988283029	-0.0002903107720930607	-0.0002947075630231972	-0.00029553822197144955	0.08648818748301107	-0.00021019024634001432	-0.00021289669978428026	-0.00021341727959129397	-0.3187503726255864	-0.014735107629187207	0.04496786258762959	-0.0012813269471132305	-0.0012811546170715179	-0.00021039516382454255
r4	r4	-0.33686117695532125	-0.3806316698430635	-0.47683969119813235	-0.34689855083633137	-0.34712331466312285	-0.0038340514679080784	-0.0015972263103752097	-0.0016444045434758896	-0.0016473526471550417	-0.007182363841823042	-0.003082703641917391	-0.0031408615879333157	-0.004533246707610112	-0.004534740363868196	-8.143499664139083e-05
r4	r5	-0.0003956706374568872	0.1683346371178156	-0.00040475763961532853	-0.0004018630977457877	-0.000332986746626771	0.1435551050959749	-0.00033308056571898156	-0.00031675172088245604	-0.0002175481167424778	-0.07412566967675999	-0.7378179264858812	-0.4808878851517042	0.00285486892587782	0.0029028478012642685	0.0010496195133071833
r4	r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r5	r5	-0.00015876555047434216	-0.00016692427931616627	-0.0001533661977481038	-0.00015790495395333337	0.007916417787456498	2.5990451069830833e-05	-8.220890258409699e-05	-8.064736297582788e-05	0.006925604585264256	-0.004185145897734983	-0.015451571685523684	-0.005946262033231231	0.0003979383750879091	0.005063236482557687	-0.04359697722524419
r5	r6	-8.784205263104055e-05	-2.3813532694509513e-05	-8.797989913005607e-05	0.02237502912429168	-8.61280463547202e-05	6.259599623283508e-05	-2.392995885439236e-05	0.005420278912191656	-2.325944938087675e-05	-0.0018559773498812865	0.2597471029751227	0.006818709318035358	0.009147933751673665	-5.335150014147699e-06	0.45717005032200847
r6	r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r6	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r6	r2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r6	r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r6	r4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r6	r5	-7.177804169312473e-05	-7.044082722226357e-05	-7.176916416182321e-05	-7.151945534334834e-05	0.0028258981838881134	1.5771295791481134e-05	1.346790411729376e-05	1.402860869125107e-05	0.0015937566699751604	-0.0004452995782836352	-0.0004591884035422982	0.002911096909478897	-6.815313757631422e-05	0.0012106113826569065	-0.018903953368220185
r6	r6	-0.00023987450389360816	5.6144460121948514e-05	-0.00024009900630845394	0.01063418065690691	-0.00022053614300832514	3.077402533223361e-05	-2.6963759822545017e-06	0.0025642692274953083	-3.1727136770229314e-07	-0.023673703417683156	0.14322342682946698	0.04344294362396343	0.0007458556579356124	0.0001472139346810281	0.14180040690560825
