		KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	KD1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	km1__FREE__	K2RT__FREE__	K2RT__FREE__	K2RT__FREE__	km2__FREE__	km2__FREE__	kphos__FREE__
		km1__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__	kphos__FREE__	kdephos__FREE__	kdephos__FREE__
1st	2nd															
r1	r1	1.9368204537381235	1.9375634638480106	1.9371410381856766	1.9389785680559721	1.9380781494656574	7.357793594068806e-05	7.340847689293847e-05	7.362235575033159e-05	7.361885668119317e-05	3.671644371688486e-05	3.66866376481516e-05	3.6690288453082196e-05	7.747779157706661e-05	7.748189036339794e-05	0.00011462291758766072
r1	r1_rev	0.08058382562294521	0.08177822021060144	0.08098433588284426	0.08092638244637541	0.08110028404804455	0.008121496803097412	0.006088721818368523	0.007251595493743081	0.009451323313021289	0.0041652919152230464	0.004149033887546821	0.0041548665468781705	0.00415640729937921	0.004185893879794008	0.004583777806707986
r1	r2	0.09826010865911888	0.10287330430553165	0.10278984417527952	0.08866642062914022	0.0890365582491284	0.02664862027037437	0.03543713585899519	0.028459169303539325	0.028123921402282672	0.038952676895653286	0.038636730147228696	0.0385734865785771	0.08468092103263919	0.08432293376370424	0.004082484388179132
r1	r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r1	r4	1.9871264347267839	1.9938731219052883	1.9982659221013883	1.9888141357726887	1.9892547335018667	0.003756931816285781	0.0034441475907251106	0.0026084633306758657	0.0024871793634790285	0.0029707595128832024	0.003054197657701085	0.0031533561516103275	0.0030134664944891742	0.00310449244368233	0.0020533763384358765
r1	r5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r1	r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r1	1.992019377075084	1.9928920457679242	1.9924074887253702	1.994569092501134	1.9932573569254972	6.245890605000067e-05	6.243257342882693e-05	6.252687832324827e-05	6.24990481620955e-05	4.2888321791075516e-05	4.291144230724362e-05	4.2929161647338e-05	7.474877355782524e-05	7.475075371368868e-05	7.058798637844527e-05
r1_rev	r1_rev	0.07402280914195511	0.07425352697060221	0.07403633703121573	0.07421334601962822	0.07429615363355035	0.003620490726732729	0.0032164443576852336	0.0032643059342759655	0.0036178565375945748	0.0029998991808881776	0.0029871650967537343	0.0029868110106014943	0.002776783484617019	0.0027749382287138706	0.003727730562015736
r1_rev	r2	0.07848554340691681	0.07911124194591417	0.07943234847030034	0.07803820744257536	0.07858312872234535	0.006056349805135431	0.005564905929888377	0.005826186431766102	0.006093978637214975	0.005505537227607355	0.005596489872799072	0.00557962380827689	0.008631022638650171	0.008636007641692168	0.0038377128098869106
r1_rev	r3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r4	0.46810274474237146	0.485076948773525	0.43334131291570177	0.4748284013306889	0.47410414492099223	0.03666572089911818	0.03637827751564663	0.03357448765602918	0.03330478031682952	0.04483105475414078	0.04458226717623329	0.04464171266976474	0.044511157314615066	0.0443885812380894	0.0031222903459957718
r1_rev	r5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r2	r2	0.0845200607496271	0.08453129071510425	0.08748681512107939	0.08452155134586313	0.0845071076816326	0.017556851979434608	0.019405939666316794	0.017496155754172574	0.017508861779719484	0.042449620190158646	0.03926398522625566	0.039371331139138675	0.048051972119967166	0.04769417287293733	0.007234091411558436
r2	r3	0.058533390350550156	0.15431616138384693	0.059415111808515234	0.05942038179139035	0.05860443084497019	0.2095510907501903	0.187275618625254	0.187279967449312	0.18690100496133483	1.498478214782314	1.4326366810566258	20.06057817823158	0.0018417509040820352	0.0017295993047635925	0.0024346905835033925
r2	r4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r2	r5	0.027537652739215296	0.39332994264766996	0.02694722891644272	0.02609568725240086	0.027176055168123783	0.07754909437199173	0.06547165202387088	0.06918223397205309	0.07123495847071169	16.48715580113593	1.2262640236199633	5.78050662124132	0.21769516698429348	0.21720700519667271	0.01607008901037902
r2	r6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
