# Output of 'KaSim' '-i' './SA_kphos__FREE__/level7/model_level07_kphos__FREE__.kappa' '-d' './SA_kphos__FREE__/level7' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 229490689
# "uuid" : "103818951"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,355
20.,0,0,1000,0,358
30.,0,0,1000,0,333
40.,0,0,1000,0,361
50.,0,0,1000,0,353
60.,0,0,1000,0,353
70.,0,0,1000,0,350
80.,0,0,1000,0,330
90.,0,0,1000,0,337
100.,0,0,1000,0,349
110.,0,0,1000,0,337
120.,0,0,1000,0,384
130.,0,0,1000,0,376
140.,0,0,1000,0,354
150.,0,0,1000,0,391
160.,0,0,1000,0,358
170.,0,0,1000,0,343
180.,0,0,1000,0,365
190.,0,0,1000,0,335
200.,0,0,1000,0,358
210.,0,0,1000,0,366
220.,0,0,1000,0,349
230.,0,0,1000,0,348
240.,0,0,1000,0,356
250.,0,0,1000,0,366
260.,0,0,1000,0,361
270.,0,0,1000,0,351
280.,0,0,1000,0,346
290.,0,0,1000,0,339
300.,0,0,1000,0,353
310.,0,0,1000,0,376
320.,0,0,1000,0,363
330.,0,0,1000,0,342
340.,0,0,1000,0,364
350.,0,0,1000,0,369
360.,0,0,1000,0,378
370.,0,0,1000,0,349
380.,0,0,1000,0,346
390.,0,0,1000,0,354
400.,0,0,1000,0,353
410.,0,0,1000,0,341
420.,0,0,1000,0,336
430.,0,0,1000,0,329
440.,0,0,1000,0,367
450.,0,0,1000,0,333
460.,0,0,1000,0,364
470.,0,0,1000,0,333
480.,0,0,1000,0,345
490.,0,0,1000,0,348
500.,0,0,1000,0,368
510.,0,0,1000,0,337
520.,0,0,1000,0,323
530.,0,0,1000,0,344
540.,0,0,1000,0,324
550.,0,0,1000,0,348
560.,0,0,1000,0,353
570.,0,0,1000,0,363
580.,0,0,1000,0,338
590.,0,0,1000,0,334
600.,0,0,1000,0,349
610.,12647,12157,1000,490,401
620.,12647,12153,1000,494,403
630.,12647,12170,1000,477,392
640.,12647,12151,1000,496,399
650.,12647,12154,1000,493,412
660.,12647,12143,1000,504,389
