# Output of 'KaSim' '-i' './SA_kphos__FREE__/level9/model_level09_kphos__FREE__.kappa' '-d' './SA_kphos__FREE__/level9' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 945350684
# "uuid" : "395670345"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,353
20.,0,0,1000,0,347
30.,0,0,1000,0,365
40.,0,0,1000,0,358
50.,0,0,1000,0,365
60.,0,0,1000,0,379
70.,0,0,1000,0,369
80.,0,0,1000,0,356
90.,0,0,1000,0,357
100.,0,0,1000,0,367
110.,0,0,1000,0,373
120.,0,0,1000,0,371
130.,0,0,1000,0,377
140.,0,0,1000,0,352
150.,0,0,1000,0,339
160.,0,0,1000,0,372
170.,0,0,1000,0,348
180.,0,0,1000,0,349
190.,0,0,1000,0,309
200.,0,0,1000,0,334
210.,0,0,1000,0,359
220.,0,0,1000,0,368
230.,0,0,1000,0,388
240.,0,0,1000,0,347
250.,0,0,1000,0,352
260.,0,0,1000,0,336
270.,0,0,1000,0,366
280.,0,0,1000,0,350
290.,0,0,1000,0,358
300.,0,0,1000,0,332
310.,0,0,1000,0,345
320.,0,0,1000,0,378
330.,0,0,1000,0,337
340.,0,0,1000,0,361
350.,0,0,1000,0,369
360.,0,0,1000,0,370
370.,0,0,1000,0,375
380.,0,0,1000,0,345
390.,0,0,1000,0,382
400.,0,0,1000,0,352
410.,0,0,1000,0,362
420.,0,0,1000,0,364
430.,0,0,1000,0,353
440.,0,0,1000,0,361
450.,0,0,1000,0,350
460.,0,0,1000,0,367
470.,0,0,1000,0,340
480.,0,0,1000,0,344
490.,0,0,1000,0,345
500.,0,0,1000,0,364
510.,0,0,1000,0,334
520.,0,0,1000,0,337
530.,0,0,1000,0,372
540.,0,0,1000,0,339
550.,0,0,1000,0,368
560.,0,0,1000,0,354
570.,0,0,1000,0,352
580.,0,0,1000,0,315
590.,0,0,1000,0,339
600.,0,0,1000,0,353
610.,12647,12145,1000,502,402
620.,12647,12168,1000,479,406
630.,12647,12159,1000,488,411
640.,12647,12181,1000,466,399
650.,12647,12160,1000,487,429
660.,12647,12191,1000,456,410
