# Output of 'KaSim' '-i' './SA_km1__FREE__/level3/model_level03_km1__FREE__.kappa' '-d' './SA_km1__FREE__/level3' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 721450349
# "uuid" : "205086001"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,109
20.,0,0,1000,0,90
30.,0,0,1000,0,100
40.,0,0,1000,0,113
50.,0,0,1000,0,102
60.,0,0,1000,0,112
70.,0,0,1000,0,101
80.,0,0,1000,0,120
90.,0,0,1000,0,103
100.,0,0,1000,0,93
110.,0,0,1000,0,123
120.,0,0,1000,0,109
130.,0,0,1000,0,121
140.,0,0,1000,0,107
150.,0,0,1000,0,101
160.,0,0,1000,0,100
170.,0,0,1000,0,102
180.,0,0,1000,0,90
190.,0,0,1000,0,109
200.,0,0,1000,0,112
210.,0,0,1000,0,102
220.,0,0,1000,0,100
230.,0,0,1000,0,87
240.,0,0,1000,0,98
250.,0,0,1000,0,114
260.,0,0,1000,0,101
270.,0,0,1000,0,91
280.,0,0,1000,0,109
290.,0,0,1000,0,113
300.,0,0,1000,0,105
310.,0,0,1000,0,109
320.,0,0,1000,0,95
330.,0,0,1000,0,110
340.,0,0,1000,0,90
350.,0,0,1000,0,108
360.,0,0,1000,0,108
370.,0,0,1000,0,109
380.,0,0,1000,0,104
390.,0,0,1000,0,102
400.,0,0,1000,0,113
410.,0,0,1000,0,97
420.,0,0,1000,0,124
430.,0,0,1000,0,115
440.,0,0,1000,0,116
450.,0,0,1000,0,99
460.,0,0,1000,0,99
470.,0,0,1000,0,116
480.,0,0,1000,0,107
490.,0,0,1000,0,105
500.,0,0,1000,0,95
510.,0,0,1000,0,109
520.,0,0,1000,0,108
530.,0,0,1000,0,111
540.,0,0,1000,0,123
550.,0,0,1000,0,112
560.,0,0,1000,0,106
570.,0,0,1000,0,118
580.,0,0,1000,0,97
590.,0,0,1000,0,125
600.,0,0,1000,0,106
610.,12647,12158,1000,489,151
620.,12647,12151,1000,496,152
630.,12647,12137,1000,510,147
640.,12647,12133,1000,514,142
650.,12647,12160,1000,487,123
660.,12647,12144,1000,503,135
