# Output of 'KaSim' '-i' './SA_kdephos__FREE__/level2/model_level02_kdephos__FREE__.kappa' '-d' './SA_kdephos__FREE__/level2' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 620644673
# "uuid" : "653528472"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,8
20.,0,0,1000,0,6
30.,0,0,1000,0,13
40.,0,0,1000,0,9
50.,0,0,1000,0,13
60.,0,0,1000,0,8
70.,0,0,1000,0,8
80.,0,0,1000,0,5
90.,0,0,1000,0,3
100.,0,0,1000,0,9
110.,0,0,1000,0,12
120.,0,0,1000,0,6
130.,0,0,1000,0,9
140.,0,0,1000,0,9
150.,0,0,1000,0,5
160.,0,0,1000,0,5
170.,0,0,1000,0,8
180.,0,0,1000,0,7
190.,0,0,1000,0,7
200.,0,0,1000,0,9
210.,0,0,1000,0,7
220.,0,0,1000,0,5
230.,0,0,1000,0,6
240.,0,0,1000,0,5
250.,0,0,1000,0,4
260.,0,0,1000,0,9
270.,0,0,1000,0,7
280.,0,0,1000,0,7
290.,0,0,1000,0,4
300.,0,0,1000,0,7
310.,0,0,1000,0,8
320.,0,0,1000,0,8
330.,0,0,1000,0,5
340.,0,0,1000,0,8
350.,0,0,1000,0,7
360.,0,0,1000,0,7
370.,0,0,1000,0,7
380.,0,0,1000,0,12
390.,0,0,1000,0,5
400.,0,0,1000,0,7
410.,0,0,1000,0,6
420.,0,0,1000,0,5
430.,0,0,1000,0,10
440.,0,0,1000,0,6
450.,0,0,1000,0,9
460.,0,0,1000,0,6
470.,0,0,1000,0,10
480.,0,0,1000,0,4
490.,0,0,1000,0,6
500.,0,0,1000,0,10
510.,0,0,1000,0,6
520.,0,0,1000,0,8
530.,0,0,1000,0,3
540.,0,0,1000,0,11
550.,0,0,1000,0,7
560.,0,0,1000,0,9
570.,0,0,1000,0,6
580.,0,0,1000,0,7
590.,0,0,1000,0,6
600.,0,0,1000,0,13
610.,12647,12158,1000,489,5
620.,12647,12170,1000,477,11
630.,12647,12151,1000,496,8
640.,12647,12150,1000,497,9
650.,12647,12166,1000,481,9
660.,12647,12169,1000,478,12
