# Output of 'KaSim' '-i' './SA_km1__FREE__/level7/model_level07_km1__FREE__.kappa' '-d' './SA_km1__FREE__/level7' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 469330262
# "uuid" : "213093703"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,93
20.,0,0,1000,0,103
30.,0,0,1000,0,87
40.,0,0,1000,0,91
50.,0,0,1000,0,105
60.,0,0,1000,0,97
70.,0,0,1000,0,99
80.,0,0,1000,0,118
90.,0,0,1000,0,109
100.,0,0,1000,0,99
110.,0,0,1000,0,107
120.,0,0,1000,0,95
130.,0,0,1000,0,98
140.,0,0,1000,0,115
150.,0,0,1000,0,114
160.,0,0,1000,0,92
170.,0,0,1000,0,87
180.,0,0,1000,0,96
190.,0,0,1000,0,97
200.,0,0,1000,0,101
210.,0,0,1000,0,87
220.,0,0,1000,0,79
230.,0,0,1000,0,102
240.,0,0,1000,0,97
250.,0,0,1000,0,83
260.,0,0,1000,0,98
270.,0,0,1000,0,90
280.,0,0,1000,0,109
290.,0,0,1000,0,118
300.,0,0,1000,0,103
310.,0,0,1000,0,118
320.,0,0,1000,0,104
330.,0,0,1000,0,111
340.,0,0,1000,0,110
350.,0,0,1000,0,101
360.,0,0,1000,0,125
370.,0,0,1000,0,103
380.,0,0,1000,0,105
390.,0,0,1000,0,90
400.,0,0,1000,0,114
410.,0,0,1000,0,106
420.,0,0,1000,0,116
430.,0,0,1000,0,109
440.,0,0,1000,0,87
450.,0,0,1000,0,91
460.,0,0,1000,0,111
470.,0,0,1000,0,102
480.,0,0,1000,0,109
490.,0,0,1000,0,110
500.,0,0,1000,0,101
510.,0,0,1000,0,94
520.,0,0,1000,0,87
530.,0,0,1000,0,106
540.,0,0,1000,0,89
550.,0,0,1000,0,109
560.,0,0,1000,0,105
570.,0,0,1000,0,98
580.,0,0,1000,0,116
590.,0,0,1000,0,102
600.,0,0,1000,0,107
610.,12647,12171,1000,476,122
620.,12647,12149,1000,498,136
630.,12647,12174,1000,473,138
640.,12647,12167,1000,480,117
650.,12647,12171,1000,476,138
660.,12647,12145,1000,502,126
