# Output of 'KaSim' '-i' './SA_km2__FREE__/level10/model_level10_km2__FREE__.kappa' '-d' './SA_km2__FREE__/level10' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 187982298
# "uuid" : "890037132"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,115
20.,0,0,1000,0,139
30.,0,0,1000,0,132
40.,0,0,1000,0,125
50.,0,0,1000,0,137
60.,0,0,1000,0,128
70.,0,0,1000,0,129
80.,0,0,1000,0,131
90.,0,0,1000,0,124
100.,0,0,1000,0,110
110.,0,0,1000,0,135
120.,0,0,1000,0,130
130.,0,0,1000,0,127
140.,0,0,1000,0,123
150.,0,0,1000,0,122
160.,0,0,1000,0,126
170.,0,0,1000,0,144
180.,0,0,1000,0,101
190.,0,0,1000,0,126
200.,0,0,1000,0,124
210.,0,0,1000,0,101
220.,0,0,1000,0,115
230.,0,0,1000,0,145
240.,0,0,1000,0,124
250.,0,0,1000,0,137
260.,0,0,1000,0,121
270.,0,0,1000,0,133
280.,0,0,1000,0,135
290.,0,0,1000,0,130
300.,0,0,1000,0,143
310.,0,0,1000,0,140
320.,0,0,1000,0,136
330.,0,0,1000,0,129
340.,0,0,1000,0,128
350.,0,0,1000,0,122
360.,0,0,1000,0,128
370.,0,0,1000,0,128
380.,0,0,1000,0,121
390.,0,0,1000,0,142
400.,0,0,1000,0,153
410.,0,0,1000,0,115
420.,0,0,1000,0,127
430.,0,0,1000,0,122
440.,0,0,1000,0,137
450.,0,0,1000,0,116
460.,0,0,1000,0,150
470.,0,0,1000,0,131
480.,0,0,1000,0,140
490.,0,0,1000,0,133
500.,0,0,1000,0,112
510.,0,0,1000,0,130
520.,0,0,1000,0,126
530.,0,0,1000,0,118
540.,0,0,1000,0,117
550.,0,0,1000,0,110
560.,0,0,1000,0,130
570.,0,0,1000,0,115
580.,0,0,1000,0,120
590.,0,0,1000,0,126
600.,0,0,1000,0,129
610.,12647,12147,1000,500,142
620.,12647,12151,1000,496,164
630.,12647,12124,1000,523,149
640.,12647,12149,1000,498,138
650.,12647,12157,1000,490,148
660.,12647,12185,1000,462,150
