# Output of 'KaSim' '-i' './SA_kphos__FREE__/level3/model_level03_kphos__FREE__.kappa' '-d' './SA_kphos__FREE__/level3' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 341646984
# "uuid" : "211660163"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,317
20.,0,0,1000,0,326
30.,0,0,1000,0,349
40.,0,0,1000,0,345
50.,0,0,1000,0,353
60.,0,0,1000,0,329
70.,0,0,1000,0,342
80.,0,0,1000,0,312
90.,0,0,1000,0,327
100.,0,0,1000,0,282
110.,0,0,1000,0,332
120.,0,0,1000,0,341
130.,0,0,1000,0,344
140.,0,0,1000,0,317
150.,0,0,1000,0,307
160.,0,0,1000,0,345
170.,0,0,1000,0,328
180.,0,0,1000,0,345
190.,0,0,1000,0,320
200.,0,0,1000,0,310
210.,0,0,1000,0,352
220.,0,0,1000,0,344
230.,0,0,1000,0,334
240.,0,0,1000,0,355
250.,0,0,1000,0,345
260.,0,0,1000,0,321
270.,0,0,1000,0,337
280.,0,0,1000,0,382
290.,0,0,1000,0,373
300.,0,0,1000,0,344
310.,0,0,1000,0,303
320.,0,0,1000,0,324
330.,0,0,1000,0,314
340.,0,0,1000,0,304
350.,0,0,1000,0,331
360.,0,0,1000,0,309
370.,0,0,1000,0,347
380.,0,0,1000,0,351
390.,0,0,1000,0,345
400.,0,0,1000,0,335
410.,0,0,1000,0,320
420.,0,0,1000,0,331
430.,0,0,1000,0,329
440.,0,0,1000,0,304
450.,0,0,1000,0,354
460.,0,0,1000,0,309
470.,0,0,1000,0,371
480.,0,0,1000,0,333
490.,0,0,1000,0,350
500.,0,0,1000,0,329
510.,0,0,1000,0,325
520.,0,0,1000,0,356
530.,0,0,1000,0,359
540.,0,0,1000,0,340
550.,0,0,1000,0,320
560.,0,0,1000,0,336
570.,0,0,1000,0,373
580.,0,0,1000,0,312
590.,0,0,1000,0,339
600.,0,0,1000,0,343
610.,12647,12165,1000,482,381
620.,12647,12143,1000,504,372
630.,12647,12147,1000,500,374
640.,12647,12156,1000,491,398
650.,12647,12162,1000,485,386
660.,12647,12142,1000,505,349
