# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level4/model_level04_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level4' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 504253771
# "uuid" : "883879027"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,407
20.,0,0,1000,0,379
30.,0,0,1000,0,439
40.,0,0,1000,0,392
50.,0,0,1000,0,404
60.,0,0,1000,0,405
70.,0,0,1000,0,387
80.,0,0,1000,0,434
90.,0,0,1000,0,389
100.,0,0,1000,0,417
110.,0,0,1000,0,393
120.,0,0,1000,0,426
130.,0,0,1000,0,399
140.,0,0,1000,0,388
150.,0,0,1000,0,379
160.,0,0,1000,0,425
170.,0,0,1000,0,412
180.,0,0,1000,0,390
190.,0,0,1000,0,380
200.,0,0,1000,0,418
210.,0,0,1000,0,398
220.,0,0,1000,0,387
230.,0,0,1000,0,422
240.,0,0,1000,0,405
250.,0,0,1000,0,391
260.,0,0,1000,0,422
270.,0,0,1000,0,426
280.,0,0,1000,0,388
290.,0,0,1000,0,369
300.,0,0,1000,0,401
310.,0,0,1000,0,412
320.,0,0,1000,0,423
330.,0,0,1000,0,407
340.,0,0,1000,0,382
350.,0,0,1000,0,404
360.,0,0,1000,0,412
370.,0,0,1000,0,389
380.,0,0,1000,0,423
390.,0,0,1000,0,387
400.,0,0,1000,0,414
410.,0,0,1000,0,416
420.,0,0,1000,0,415
430.,0,0,1000,0,430
440.,0,0,1000,0,434
450.,0,0,1000,0,436
460.,0,0,1000,0,425
470.,0,0,1000,0,383
480.,0,0,1000,0,395
490.,0,0,1000,0,389
500.,0,0,1000,0,401
510.,0,0,1000,0,397
520.,0,0,1000,0,407
530.,0,0,1000,0,400
540.,0,0,1000,0,427
550.,0,0,1000,0,424
560.,0,0,1000,0,375
570.,0,0,1000,0,408
580.,0,0,1000,0,407
590.,0,0,1000,0,383
600.,0,0,1000,0,418
610.,12647,12131,1000,516,390
620.,12647,12159,1000,488,400
630.,12647,12153,1000,494,395
640.,12647,12167,1000,480,417
650.,12647,12157,1000,490,427
660.,12647,12164,1000,483,424
