# Output of 'KaSim' '-i' './SA_kdephos__FREE__/level3/model_level03_kdephos__FREE__.kappa' '-d' './SA_kdephos__FREE__/level3' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 419437834
# "uuid" : "1012036428"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,6
20.,0,0,1000,0,4
30.,0,0,1000,0,4
40.,0,0,1000,0,7
50.,0,0,1000,0,8
60.,0,0,1000,0,2
70.,0,0,1000,0,4
80.,0,0,1000,0,6
90.,0,0,1000,0,4
100.,0,0,1000,0,2
110.,0,0,1000,0,5
120.,0,0,1000,0,2
130.,0,0,1000,0,2
140.,0,0,1000,0,5
150.,0,0,1000,0,6
160.,0,0,1000,0,6
170.,0,0,1000,0,4
180.,0,0,1000,0,8
190.,0,0,1000,0,4
200.,0,0,1000,0,3
210.,0,0,1000,0,7
220.,0,0,1000,0,2
230.,0,0,1000,0,4
240.,0,0,1000,0,2
250.,0,0,1000,0,5
260.,0,0,1000,0,4
270.,0,0,1000,0,6
280.,0,0,1000,0,5
290.,0,0,1000,0,6
300.,0,0,1000,0,5
310.,0,0,1000,0,12
320.,0,0,1000,0,2
330.,0,0,1000,0,4
340.,0,0,1000,0,3
350.,0,0,1000,0,8
360.,0,0,1000,0,6
370.,0,0,1000,0,8
380.,0,0,1000,0,4
390.,0,0,1000,0,5
400.,0,0,1000,0,2
410.,0,0,1000,0,4
420.,0,0,1000,0,6
430.,0,0,1000,0,5
440.,0,0,1000,0,6
450.,0,0,1000,0,6
460.,0,0,1000,0,9
470.,0,0,1000,0,2
480.,0,0,1000,0,9
490.,0,0,1000,0,4
500.,0,0,1000,0,4
510.,0,0,1000,0,5
520.,0,0,1000,0,3
530.,0,0,1000,0,3
540.,0,0,1000,0,4
550.,0,0,1000,0,5
560.,0,0,1000,0,7
570.,0,0,1000,0,4
580.,0,0,1000,0,3
590.,0,0,1000,0,3
600.,0,0,1000,0,5
610.,12647,12136,1000,511,7
620.,12647,12130,1000,517,6
630.,12647,12167,1000,480,10
640.,12647,12169,1000,478,4
650.,12647,12168,1000,479,6
660.,12647,12135,1000,512,3
