# Output of 'KaSim' '-i' './SA_KD1__FREE__/level0/model_level00_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level0' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 778765169
# "uuid" : "986678073"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,107
20.,0,0,1000,0,100
30.,0,0,1000,0,96
40.,0,0,1000,0,103
50.,0,0,1000,0,98
60.,0,0,1000,0,96
70.,0,0,1000,0,93
80.,0,0,1000,0,99
90.,0,0,1000,0,97
100.,0,0,1000,0,82
110.,0,0,1000,0,72
120.,0,0,1000,0,116
130.,0,0,1000,0,106
140.,0,0,1000,0,101
150.,0,0,1000,0,106
160.,0,0,1000,0,88
170.,0,0,1000,0,102
180.,0,0,1000,0,105
190.,0,0,1000,0,98
200.,0,0,1000,0,95
210.,0,0,1000,0,108
220.,0,0,1000,0,112
230.,0,0,1000,0,112
240.,0,0,1000,0,99
250.,0,0,1000,0,102
260.,0,0,1000,0,112
270.,0,0,1000,0,111
280.,0,0,1000,0,98
290.,0,0,1000,0,135
300.,0,0,1000,0,97
310.,0,0,1000,0,112
320.,0,0,1000,0,106
330.,0,0,1000,0,95
340.,0,0,1000,0,109
350.,0,0,1000,0,100
360.,0,0,1000,0,115
370.,0,0,1000,0,96
380.,0,0,1000,0,102
390.,0,0,1000,0,86
400.,0,0,1000,0,106
410.,0,0,1000,0,100
420.,0,0,1000,0,110
430.,0,0,1000,0,95
440.,0,0,1000,0,99
450.,0,0,1000,0,128
460.,0,0,1000,0,115
470.,0,0,1000,0,115
480.,0,0,1000,0,95
490.,0,0,1000,0,105
500.,0,0,1000,0,107
510.,0,0,1000,0,101
520.,0,0,1000,0,144
530.,0,0,1000,0,103
540.,0,0,1000,0,109
550.,0,0,1000,0,100
560.,0,0,1000,0,99
570.,0,0,1000,0,99
580.,0,0,1000,0,104
590.,0,0,1000,0,113
600.,0,0,1000,0,107
610.,12647,11647,1000,1000,236
620.,12647,11647,1000,1000,243
630.,12647,11647,1000,1000,271
640.,12647,11647,1000,1000,272
650.,12647,11647,1000,1000,238
660.,12647,11647,1000,1000,246
