# Output of 'KaSim' '-i' './SA_K2RT__FREE__/level8/model_level08_K2RT__FREE__.kappa' '-d' './SA_K2RT__FREE__/level8' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 300649460
# "uuid" : "595051284"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,450
20.,0,0,1000,0,456
30.,0,0,1000,0,421
40.,0,0,1000,0,422
50.,0,0,1000,0,447
60.,0,0,1000,0,417
70.,0,0,1000,0,441
80.,0,0,1000,0,432
90.,0,0,1000,0,436
100.,0,0,1000,0,401
110.,0,0,1000,0,421
120.,0,0,1000,0,423
130.,0,0,1000,0,413
140.,0,0,1000,0,419
150.,0,0,1000,0,431
160.,0,0,1000,0,435
170.,0,0,1000,0,427
180.,0,0,1000,0,420
190.,0,0,1000,0,413
200.,0,0,1000,0,436
210.,0,0,1000,0,461
220.,0,0,1000,0,444
230.,0,0,1000,0,423
240.,0,0,1000,0,435
250.,0,0,1000,0,458
260.,0,0,1000,0,408
270.,0,0,1000,0,425
280.,0,0,1000,0,454
290.,0,0,1000,0,453
300.,0,0,1000,0,427
310.,0,0,1000,0,440
320.,0,0,1000,0,431
330.,0,0,1000,0,449
340.,0,0,1000,0,438
350.,0,0,1000,0,447
360.,0,0,1000,0,419
370.,0,0,1000,0,431
380.,0,0,1000,0,429
390.,0,0,1000,0,427
400.,0,0,1000,0,438
410.,0,0,1000,0,439
420.,0,0,1000,0,463
430.,0,0,1000,0,435
440.,0,0,1000,0,446
450.,0,0,1000,0,432
460.,0,0,1000,0,429
470.,0,0,1000,0,429
480.,0,0,1000,0,415
490.,0,0,1000,0,432
500.,0,0,1000,0,406
510.,0,0,1000,0,429
520.,0,0,1000,0,417
530.,0,0,1000,0,433
540.,0,0,1000,0,420
550.,0,0,1000,0,447
560.,0,0,1000,0,442
570.,0,0,1000,0,434
580.,0,0,1000,0,444
590.,0,0,1000,0,432
600.,0,0,1000,0,432
610.,12647,12140,1000,507,436
620.,12647,12157,1000,490,448
630.,12647,12150,1000,497,419
640.,12647,12187,1000,460,431
650.,12647,12178,1000,469,422
660.,12647,12142,1000,505,430
