# Output of 'KaSim' '-i' './SA_KD1__FREE__/level3/model_level03_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level3' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 262225829
# "uuid" : "626619749"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,105
20.,0,0,1000,0,86
30.,0,0,1000,0,106
40.,0,0,1000,0,104
50.,0,0,1000,0,108
60.,0,0,1000,0,103
70.,0,0,1000,0,100
80.,0,0,1000,0,107
90.,0,0,1000,0,122
100.,0,0,1000,0,110
110.,0,0,1000,0,110
120.,0,0,1000,0,89
130.,0,0,1000,0,113
140.,0,0,1000,0,97
150.,0,0,1000,0,96
160.,0,0,1000,0,107
170.,0,0,1000,0,103
180.,0,0,1000,0,97
190.,0,0,1000,0,106
200.,0,0,1000,0,97
210.,0,0,1000,0,94
220.,0,0,1000,0,86
230.,0,0,1000,0,99
240.,0,0,1000,0,105
250.,0,0,1000,0,109
260.,0,0,1000,0,108
270.,0,0,1000,0,101
280.,0,0,1000,0,111
290.,0,0,1000,0,91
300.,0,0,1000,0,108
310.,0,0,1000,0,104
320.,0,0,1000,0,125
330.,0,0,1000,0,87
340.,0,0,1000,0,115
350.,0,0,1000,0,90
360.,0,0,1000,0,93
370.,0,0,1000,0,99
380.,0,0,1000,0,106
390.,0,0,1000,0,108
400.,0,0,1000,0,88
410.,0,0,1000,0,98
420.,0,0,1000,0,109
430.,0,0,1000,0,107
440.,0,0,1000,0,121
450.,0,0,1000,0,111
460.,0,0,1000,0,116
470.,0,0,1000,0,107
480.,0,0,1000,0,109
490.,0,0,1000,0,106
500.,0,0,1000,0,102
510.,0,0,1000,0,105
520.,0,0,1000,0,88
530.,0,0,1000,0,109
540.,0,0,1000,0,114
550.,0,0,1000,0,90
560.,0,0,1000,0,115
570.,0,0,1000,0,97
580.,0,0,1000,0,82
590.,0,0,1000,0,97
600.,0,0,1000,0,118
610.,12647,12621,1000,26,108
620.,12647,12627,1000,20,74
630.,12647,12616,1000,31,93
640.,12647,12625,1000,22,112
650.,12647,12613,1000,34,95
660.,12647,12617,1000,30,113
