# Output of 'KaSim' '-i' './SA_km1__FREE__/level5/model_level05_km1__FREE__.kappa' '-d' './SA_km1__FREE__/level5' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 277172692
# "uuid" : "823735844"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,109
20.,0,0,1000,0,87
30.,0,0,1000,0,101
40.,0,0,1000,0,99
50.,0,0,1000,0,113
60.,0,0,1000,0,104
70.,0,0,1000,0,105
80.,0,0,1000,0,122
90.,0,0,1000,0,114
100.,0,0,1000,0,100
110.,0,0,1000,0,97
120.,0,0,1000,0,111
130.,0,0,1000,0,84
140.,0,0,1000,0,102
150.,0,0,1000,0,109
160.,0,0,1000,0,115
170.,0,0,1000,0,102
180.,0,0,1000,0,96
190.,0,0,1000,0,101
200.,0,0,1000,0,98
210.,0,0,1000,0,92
220.,0,0,1000,0,100
230.,0,0,1000,0,108
240.,0,0,1000,0,117
250.,0,0,1000,0,106
260.,0,0,1000,0,110
270.,0,0,1000,0,100
280.,0,0,1000,0,91
290.,0,0,1000,0,108
300.,0,0,1000,0,99
310.,0,0,1000,0,99
320.,0,0,1000,0,108
330.,0,0,1000,0,103
340.,0,0,1000,0,113
350.,0,0,1000,0,111
360.,0,0,1000,0,105
370.,0,0,1000,0,106
380.,0,0,1000,0,98
390.,0,0,1000,0,102
400.,0,0,1000,0,100
410.,0,0,1000,0,91
420.,0,0,1000,0,94
430.,0,0,1000,0,109
440.,0,0,1000,0,108
450.,0,0,1000,0,113
460.,0,0,1000,0,108
470.,0,0,1000,0,97
480.,0,0,1000,0,96
490.,0,0,1000,0,89
500.,0,0,1000,0,98
510.,0,0,1000,0,94
520.,0,0,1000,0,109
530.,0,0,1000,0,95
540.,0,0,1000,0,113
550.,0,0,1000,0,112
560.,0,0,1000,0,101
570.,0,0,1000,0,105
580.,0,0,1000,0,119
590.,0,0,1000,0,93
600.,0,0,1000,0,90
610.,12647,12158,1000,489,128
620.,12647,12140,1000,507,132
630.,12647,12149,1000,498,135
640.,12647,12168,1000,479,125
650.,12647,12157,1000,490,129
660.,12647,12154,1000,493,139
