# Output of 'KaSim' '-i' './SA_kdephos__FREE__/level10/model_level10_kdephos__FREE__.kappa' '-d' './SA_kdephos__FREE__/level10' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 648440363
# "uuid" : "863580135"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,2
20.,0,0,1000,0,0
30.,0,0,1000,0,3
40.,0,0,1000,0,2
50.,0,0,1000,0,3
60.,0,0,1000,0,1
70.,0,0,1000,0,0
80.,0,0,1000,0,1
90.,0,0,1000,0,1
100.,0,0,1000,0,1
110.,0,0,1000,0,0
120.,0,0,1000,0,2
130.,0,0,1000,0,1
140.,0,0,1000,0,1
150.,0,0,1000,0,0
160.,0,0,1000,0,2
170.,0,0,1000,0,0
180.,0,0,1000,0,2
190.,0,0,1000,0,3
200.,0,0,1000,0,0
210.,0,0,1000,0,3
220.,0,0,1000,0,1
230.,0,0,1000,0,0
240.,0,0,1000,0,2
250.,0,0,1000,0,3
260.,0,0,1000,0,1
270.,0,0,1000,0,1
280.,0,0,1000,0,0
290.,0,0,1000,0,0
300.,0,0,1000,0,0
310.,0,0,1000,0,0
320.,0,0,1000,0,2
330.,0,0,1000,0,3
340.,0,0,1000,0,1
350.,0,0,1000,0,3
360.,0,0,1000,0,3
370.,0,0,1000,0,3
380.,0,0,1000,0,4
390.,0,0,1000,0,0
400.,0,0,1000,0,2
410.,0,0,1000,0,0
420.,0,0,1000,0,1
430.,0,0,1000,0,0
440.,0,0,1000,0,0
450.,0,0,1000,0,0
460.,0,0,1000,0,1
470.,0,0,1000,0,2
480.,0,0,1000,0,1
490.,0,0,1000,0,4
500.,0,0,1000,0,0
510.,0,0,1000,0,2
520.,0,0,1000,0,1
530.,0,0,1000,0,1
540.,0,0,1000,0,0
550.,0,0,1000,0,4
560.,0,0,1000,0,1
570.,0,0,1000,0,1
580.,0,0,1000,0,2
590.,0,0,1000,0,1
600.,0,0,1000,0,2
610.,12647,12177,1000,470,4
620.,12647,12191,1000,456,0
630.,12647,12159,1000,488,4
640.,12647,12172,1000,475,0
650.,12647,12145,1000,502,2
660.,12647,12140,1000,507,2
