# Output of 'KaSim' '-i' 'model_level13.kappa' '-l' '660' '-p' '10' '-o' 'model_level13.out.txt' '-syntax' '3' '--no-log' -seed 1064883282
# "uuid" : "902642977"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,73
20.,0,0,1000,0,73
30.,0,0,1000,0,73
40.,0,0,1000,0,63
50.,0,0,1000,0,60
60.,0,0,1000,0,90
70.,0,0,1000,0,65
80.,0,0,1000,0,79
90.,0,0,1000,0,59
100.,0,0,1000,0,69
110.,0,0,1000,0,61
120.,0,0,1000,0,76
130.,0,0,1000,0,63
140.,0,0,1000,0,70
150.,0,0,1000,0,57
160.,0,0,1000,0,55
170.,0,0,1000,0,68
180.,0,0,1000,0,72
190.,0,0,1000,0,43
200.,0,0,1000,0,67
210.,0,0,1000,0,57
220.,0,0,1000,0,67
230.,0,0,1000,0,58
240.,0,0,1000,0,62
250.,0,0,1000,0,65
260.,0,0,1000,0,72
270.,0,0,1000,0,61
280.,0,0,1000,0,63
290.,0,0,1000,0,47
300.,0,0,1000,0,63
310.,0,0,1000,0,59
320.,0,0,1000,0,60
330.,0,0,1000,0,53
340.,0,0,1000,0,62
350.,0,0,1000,0,70
360.,0,0,1000,0,67
370.,0,0,1000,0,61
380.,0,0,1000,0,61
390.,0,0,1000,0,51
400.,0,0,1000,0,63
410.,0,0,1000,0,65
420.,0,0,1000,0,71
430.,0,0,1000,0,76
440.,0,0,1000,0,75
450.,0,0,1000,0,59
460.,0,0,1000,0,70
470.,0,0,1000,0,51
480.,0,0,1000,0,62
490.,0,0,1000,0,58
500.,0,0,1000,0,61
510.,0,0,1000,0,74
520.,0,0,1000,0,58
530.,0,0,1000,0,70
540.,0,0,1000,0,58
550.,0,0,1000,0,85
560.,0,0,1000,0,56
570.,0,0,1000,0,59
580.,0,0,1000,0,61
590.,0,0,1000,0,58
600.,0,0,1000,0,59
610.,12647,12477,1000,170,61
620.,12647,12464,1000,183,61
630.,12647,12488,1000,159,70
640.,12647,12476,1000,171,65
650.,12647,12466,1000,181,66
660.,12647,12480,1000,167,61
