# Output of 'KaSim' '-i' 'model_level04.kappa' '-l' '660' '-p' '10' '-o' 'model_level04.out.txt' '-syntax' '3' '--no-log' -seed 711540183
# "uuid" : "499642037"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,174
20.,0,0,1000,0,189
30.,0,0,1000,0,194
40.,0,0,1000,0,205
50.,0,0,1000,0,181
60.,0,0,1000,0,189
70.,0,0,1000,0,167
80.,0,0,1000,0,174
90.,0,0,1000,0,179
100.,0,0,1000,0,176
110.,0,0,1000,0,191
120.,0,0,1000,0,158
130.,0,0,1000,0,166
140.,0,0,1000,0,158
150.,0,0,1000,0,178
160.,0,0,1000,0,177
170.,0,0,1000,0,162
180.,0,0,1000,0,186
190.,0,0,1000,0,185
200.,0,0,1000,0,181
210.,0,0,1000,0,180
220.,0,0,1000,0,199
230.,0,0,1000,0,165
240.,0,0,1000,0,202
250.,0,0,1000,0,194
260.,0,0,1000,0,165
270.,0,0,1000,0,187
280.,0,0,1000,0,179
290.,0,0,1000,0,173
300.,0,0,1000,0,171
310.,0,0,1000,0,198
320.,0,0,1000,0,175
330.,0,0,1000,0,181
340.,0,0,1000,0,168
350.,0,0,1000,0,195
360.,0,0,1000,0,181
370.,0,0,1000,0,188
380.,0,0,1000,0,189
390.,0,0,1000,0,187
400.,0,0,1000,0,155
410.,0,0,1000,0,186
420.,0,0,1000,0,167
430.,0,0,1000,0,185
440.,0,0,1000,0,177
450.,0,0,1000,0,179
460.,0,0,1000,0,193
470.,0,0,1000,0,195
480.,0,0,1000,0,179
490.,0,0,1000,0,194
500.,0,0,1000,0,176
510.,0,0,1000,0,190
520.,0,0,1000,0,187
530.,0,0,1000,0,165
540.,0,0,1000,0,169
550.,0,0,1000,0,177
560.,0,0,1000,0,198
570.,0,0,1000,0,179
580.,0,0,1000,0,190
590.,0,0,1000,0,186
600.,0,0,1000,0,168
610.,12647,12601,1000,46,163
620.,12647,12605,1000,42,175
630.,12647,12606,1000,41,190
640.,12647,12609,1000,38,173
650.,12647,12604,1000,43,185
660.,12647,12598,1000,49,177
