# Output of 'KaSim' '-i' 'model_level14.kappa' '-l' '660' '-p' '10' '-o' 'model_level14.out.txt' '-syntax' '3' '--no-log' -seed 773988759
# "uuid" : "270865463"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,185
20.,0,0,1000,0,186
30.,0,0,1000,0,183
40.,0,0,1000,0,188
50.,0,0,1000,0,215
60.,0,0,1000,0,207
70.,0,0,1000,0,184
80.,0,0,1000,0,205
90.,0,0,1000,0,193
100.,0,0,1000,0,183
110.,0,0,1000,0,203
120.,0,0,1000,0,189
130.,0,0,1000,0,209
140.,0,0,1000,0,192
150.,0,0,1000,0,217
160.,0,0,1000,0,191
170.,0,0,1000,0,175
180.,0,0,1000,0,188
190.,0,0,1000,0,183
200.,0,0,1000,0,190
210.,0,0,1000,0,191
220.,0,0,1000,0,184
230.,0,0,1000,0,190
240.,0,0,1000,0,175
250.,0,0,1000,0,195
260.,0,0,1000,0,207
270.,0,0,1000,0,175
280.,0,0,1000,0,172
290.,0,0,1000,0,193
300.,0,0,1000,0,189
310.,0,0,1000,0,187
320.,0,0,1000,0,175
330.,0,0,1000,0,206
340.,0,0,1000,0,204
350.,0,0,1000,0,186
360.,0,0,1000,0,195
370.,0,0,1000,0,186
380.,0,0,1000,0,166
390.,0,0,1000,0,202
400.,0,0,1000,0,178
410.,0,0,1000,0,183
420.,0,0,1000,0,182
430.,0,0,1000,0,210
440.,0,0,1000,0,202
450.,0,0,1000,0,201
460.,0,0,1000,0,194
470.,0,0,1000,0,207
480.,0,0,1000,0,167
490.,0,0,1000,0,170
500.,0,0,1000,0,206
510.,0,0,1000,0,203
520.,0,0,1000,0,210
530.,0,0,1000,0,185
540.,0,0,1000,0,194
550.,0,0,1000,0,186
560.,0,0,1000,0,206
570.,0,0,1000,0,189
580.,0,0,1000,0,199
590.,0,0,1000,0,191
600.,0,0,1000,0,177
610.,12647,12479,1000,168,192
620.,12647,12465,1000,182,188
630.,12647,12479,1000,168,216
640.,12647,12470,1000,177,178
650.,12647,12495,1000,152,197
660.,12647,12473,1000,174,193
