# Output of 'KaSim' '-i' 'model_level07.kappa' '-l' '660' '-p' '10' '-o' 'model_level07.out.txt' '-syntax' '3' '--no-log' -seed 449100731
# "uuid" : "509311902"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,455
20.,0,0,1000,0,452
30.,0,0,1000,0,444
40.,0,0,1000,0,444
50.,0,0,1000,0,448
60.,0,0,1000,0,418
70.,0,0,1000,0,439
80.,0,0,1000,0,423
90.,0,0,1000,0,435
100.,0,0,1000,0,457
110.,0,0,1000,0,445
120.,0,0,1000,0,416
130.,0,0,1000,0,409
140.,0,0,1000,0,468
150.,0,0,1000,0,403
160.,0,0,1000,0,412
170.,0,0,1000,0,431
180.,0,0,1000,0,417
190.,0,0,1000,0,420
200.,0,0,1000,0,450
210.,0,0,1000,0,450
220.,0,0,1000,0,423
230.,0,0,1000,0,438
240.,0,0,1000,0,463
250.,0,0,1000,0,457
260.,0,0,1000,0,437
270.,0,0,1000,0,416
280.,0,0,1000,0,436
290.,0,0,1000,0,427
300.,0,0,1000,0,463
310.,0,0,1000,0,429
320.,0,0,1000,0,435
330.,0,0,1000,0,447
340.,0,0,1000,0,443
350.,0,0,1000,0,428
360.,0,0,1000,0,453
370.,0,0,1000,0,436
380.,0,0,1000,0,443
390.,0,0,1000,0,429
400.,0,0,1000,0,455
410.,0,0,1000,0,435
420.,0,0,1000,0,459
430.,0,0,1000,0,448
440.,0,0,1000,0,413
450.,0,0,1000,0,412
460.,0,0,1000,0,422
470.,0,0,1000,0,420
480.,0,0,1000,0,418
490.,0,0,1000,0,453
500.,0,0,1000,0,441
510.,0,0,1000,0,437
520.,0,0,1000,0,432
530.,0,0,1000,0,446
540.,0,0,1000,0,446
550.,0,0,1000,0,456
560.,0,0,1000,0,440
570.,0,0,1000,0,453
580.,0,0,1000,0,447
590.,0,0,1000,0,483
600.,0,0,1000,0,440
610.,12647,12608,1000,39,458
620.,12647,12610,1000,37,440
630.,12647,12595,1000,52,424
640.,12647,12593,1000,54,398
650.,12647,12608,1000,39,425
660.,12647,12606,1000,41,447
