# Output of 'KaSim' '-i' 'model_level03.kappa' '-l' '660' '-p' '10' '-o' 'model_level03.out.txt' '-syntax' '3' '--no-log' -seed 268738916
# "uuid" : "786360047"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,183
20.,0,0,1000,0,163
30.,0,0,1000,0,208
40.,0,0,1000,0,184
50.,0,0,1000,0,192
60.,0,0,1000,0,194
70.,0,0,1000,0,194
80.,0,0,1000,0,180
90.,0,0,1000,0,197
100.,0,0,1000,0,173
110.,0,0,1000,0,198
120.,0,0,1000,0,198
130.,0,0,1000,0,176
140.,0,0,1000,0,180
150.,0,0,1000,0,203
160.,0,0,1000,0,195
170.,0,0,1000,0,172
180.,0,0,1000,0,167
190.,0,0,1000,0,185
200.,0,0,1000,0,189
210.,0,0,1000,0,162
220.,0,0,1000,0,183
230.,0,0,1000,0,206
240.,0,0,1000,0,208
250.,0,0,1000,0,182
260.,0,0,1000,0,182
270.,0,0,1000,0,192
280.,0,0,1000,0,184
290.,0,0,1000,0,164
300.,0,0,1000,0,191
310.,0,0,1000,0,189
320.,0,0,1000,0,170
330.,0,0,1000,0,206
340.,0,0,1000,0,176
350.,0,0,1000,0,180
360.,0,0,1000,0,175
370.,0,0,1000,0,198
380.,0,0,1000,0,200
390.,0,0,1000,0,171
400.,0,0,1000,0,210
410.,0,0,1000,0,155
420.,0,0,1000,0,173
430.,0,0,1000,0,177
440.,0,0,1000,0,192
450.,0,0,1000,0,183
460.,0,0,1000,0,170
470.,0,0,1000,0,167
480.,0,0,1000,0,187
490.,0,0,1000,0,195
500.,0,0,1000,0,159
510.,0,0,1000,0,199
520.,0,0,1000,0,188
530.,0,0,1000,0,193
540.,0,0,1000,0,189
550.,0,0,1000,0,168
560.,0,0,1000,0,162
570.,0,0,1000,0,187
580.,0,0,1000,0,181
590.,0,0,1000,0,179
600.,0,0,1000,0,182
610.,12647,12616,1000,31,189
620.,12647,12616,1000,31,172
630.,12647,12597,1000,50,170
640.,12647,12606,1000,41,178
650.,12647,12592,1000,55,184
660.,12647,12610,1000,37,166
