# Output of 'KaSim' '-i' 'model_level09.kappa' '-l' '660' '-p' '10' '-o' 'model_level09.out.txt' '-syntax' '3' '--no-log' -seed 675716538
# "uuid" : "548597090"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,154
20.,0,0,1000,0,164
30.,0,0,1000,0,204
40.,0,0,1000,0,200
50.,0,0,1000,0,195
60.,0,0,1000,0,186
70.,0,0,1000,0,188
80.,0,0,1000,0,198
90.,0,0,1000,0,200
100.,0,0,1000,0,189
110.,0,0,1000,0,197
120.,0,0,1000,0,191
130.,0,0,1000,0,172
140.,0,0,1000,0,188
150.,0,0,1000,0,180
160.,0,0,1000,0,181
170.,0,0,1000,0,195
180.,0,0,1000,0,202
190.,0,0,1000,0,196
200.,0,0,1000,0,196
210.,0,0,1000,0,198
220.,0,0,1000,0,211
230.,0,0,1000,0,176
240.,0,0,1000,0,184
250.,0,0,1000,0,168
260.,0,0,1000,0,196
270.,0,0,1000,0,205
280.,0,0,1000,0,210
290.,0,0,1000,0,200
300.,0,0,1000,0,191
310.,0,0,1000,0,203
320.,0,0,1000,0,191
330.,0,0,1000,0,191
340.,0,0,1000,0,193
350.,0,0,1000,0,184
360.,0,0,1000,0,207
370.,0,0,1000,0,180
380.,0,0,1000,0,200
390.,0,0,1000,0,200
400.,0,0,1000,0,195
410.,0,0,1000,0,206
420.,0,0,1000,0,212
430.,0,0,1000,0,183
440.,0,0,1000,0,215
450.,0,0,1000,0,193
460.,0,0,1000,0,191
470.,0,0,1000,0,197
480.,0,0,1000,0,176
490.,0,0,1000,0,208
500.,0,0,1000,0,176
510.,0,0,1000,0,214
520.,0,0,1000,0,179
530.,0,0,1000,0,193
540.,0,0,1000,0,176
550.,0,0,1000,0,201
560.,0,0,1000,0,186
570.,0,0,1000,0,187
580.,0,0,1000,0,175
590.,0,0,1000,0,177
600.,0,0,1000,0,202
610.,12647,12504,1000,143,184
620.,12647,12476,1000,171,192
630.,12647,12466,1000,181,199
640.,12647,12471,1000,176,179
650.,12647,12473,1000,174,180
660.,12647,12466,1000,181,187
