# Output of 'KaSim' '-i' 'model_level12.kappa' '-l' '660' '-p' '10' '-o' 'model_level12.out.txt' '-syntax' '3' '--no-log' -seed 397757253
# "uuid" : "1007419618"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,443
20.,0,0,1000,0,421
30.,0,0,1000,0,429
40.,0,0,1000,0,439
50.,0,0,1000,0,411
60.,0,0,1000,0,421
70.,0,0,1000,0,435
80.,0,0,1000,0,446
90.,0,0,1000,0,446
100.,0,0,1000,0,403
110.,0,0,1000,0,409
120.,0,0,1000,0,398
130.,0,0,1000,0,432
140.,0,0,1000,0,443
150.,0,0,1000,0,424
160.,0,0,1000,0,443
170.,0,0,1000,0,427
180.,0,0,1000,0,422
190.,0,0,1000,0,419
200.,0,0,1000,0,442
210.,0,0,1000,0,418
220.,0,0,1000,0,420
230.,0,0,1000,0,442
240.,0,0,1000,0,444
250.,0,0,1000,0,429
260.,0,0,1000,0,421
270.,0,0,1000,0,404
280.,0,0,1000,0,408
290.,0,0,1000,0,404
300.,0,0,1000,0,407
310.,0,0,1000,0,407
320.,0,0,1000,0,398
330.,0,0,1000,0,407
340.,0,0,1000,0,411
350.,0,0,1000,0,409
360.,0,0,1000,0,428
370.,0,0,1000,0,445
380.,0,0,1000,0,442
390.,0,0,1000,0,441
400.,0,0,1000,0,402
410.,0,0,1000,0,435
420.,0,0,1000,0,403
430.,0,0,1000,0,422
440.,0,0,1000,0,412
450.,0,0,1000,0,415
460.,0,0,1000,0,430
470.,0,0,1000,0,417
480.,0,0,1000,0,399
490.,0,0,1000,0,407
500.,0,0,1000,0,422
510.,0,0,1000,0,430
520.,0,0,1000,0,443
530.,0,0,1000,0,391
540.,0,0,1000,0,413
550.,0,0,1000,0,416
560.,0,0,1000,0,449
570.,0,0,1000,0,411
580.,0,0,1000,0,421
590.,0,0,1000,0,426
600.,0,0,1000,0,393
610.,12647,12479,1000,168,423
620.,12647,12469,1000,178,412
630.,12647,12481,1000,166,417
640.,12647,12472,1000,175,410
650.,12647,12462,1000,185,414
660.,12647,12469,1000,178,431
