# Output of 'KaSim' '-i' 'model_level10.kappa' '-l' '660' '-p' '10' '-o' 'model_level10.out.txt' '-syntax' '3' '--no-log' -seed 471141950
# "uuid" : "210061445"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,192
20.,0,0,1000,0,189
30.,0,0,1000,0,192
40.,0,0,1000,0,204
50.,0,0,1000,0,196
60.,0,0,1000,0,210
70.,0,0,1000,0,168
80.,0,0,1000,0,183
90.,0,0,1000,0,194
100.,0,0,1000,0,188
110.,0,0,1000,0,203
120.,0,0,1000,0,197
130.,0,0,1000,0,188
140.,0,0,1000,0,179
150.,0,0,1000,0,199
160.,0,0,1000,0,194
170.,0,0,1000,0,198
180.,0,0,1000,0,184
190.,0,0,1000,0,212
200.,0,0,1000,0,197
210.,0,0,1000,0,193
220.,0,0,1000,0,168
230.,0,0,1000,0,188
240.,0,0,1000,0,207
250.,0,0,1000,0,184
260.,0,0,1000,0,178
270.,0,0,1000,0,190
280.,0,0,1000,0,186
290.,0,0,1000,0,210
300.,0,0,1000,0,176
310.,0,0,1000,0,193
320.,0,0,1000,0,166
330.,0,0,1000,0,210
340.,0,0,1000,0,198
350.,0,0,1000,0,180
360.,0,0,1000,0,193
370.,0,0,1000,0,193
380.,0,0,1000,0,192
390.,0,0,1000,0,201
400.,0,0,1000,0,192
410.,0,0,1000,0,179
420.,0,0,1000,0,203
430.,0,0,1000,0,181
440.,0,0,1000,0,188
450.,0,0,1000,0,210
460.,0,0,1000,0,196
470.,0,0,1000,0,180
480.,0,0,1000,0,186
490.,0,0,1000,0,192
500.,0,0,1000,0,205
510.,0,0,1000,0,189
520.,0,0,1000,0,194
530.,0,0,1000,0,188
540.,0,0,1000,0,190
550.,0,0,1000,0,207
560.,0,0,1000,0,205
570.,0,0,1000,0,192
580.,0,0,1000,0,175
590.,0,0,1000,0,196
600.,0,0,1000,0,191
610.,12647,12477,1000,170,193
620.,12647,12471,1000,176,160
630.,12647,12482,1000,165,191
640.,12647,12461,1000,186,204
650.,12647,12474,1000,173,200
660.,12647,12476,1000,171,231
