# Output of 'KaSim' '-i' 'model_level05.kappa' '-l' '660' '-p' '10' '-o' 'model_level05.out.txt' '-syntax' '3' '--no-log' -seed 374106710
# "uuid" : "1003142417"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,182
20.,0,0,1000,0,167
30.,0,0,1000,0,188
40.,0,0,1000,0,190
50.,0,0,1000,0,165
60.,0,0,1000,0,195
70.,0,0,1000,0,183
80.,0,0,1000,0,180
90.,0,0,1000,0,193
100.,0,0,1000,0,204
110.,0,0,1000,0,180
120.,0,0,1000,0,198
130.,0,0,1000,0,185
140.,0,0,1000,0,177
150.,0,0,1000,0,171
160.,0,0,1000,0,176
170.,0,0,1000,0,164
180.,0,0,1000,0,168
190.,0,0,1000,0,173
200.,0,0,1000,0,187
210.,0,0,1000,0,176
220.,0,0,1000,0,160
230.,0,0,1000,0,177
240.,0,0,1000,0,174
250.,0,0,1000,0,184
260.,0,0,1000,0,160
270.,0,0,1000,0,162
280.,0,0,1000,0,196
290.,0,0,1000,0,185
300.,0,0,1000,0,169
310.,0,0,1000,0,194
320.,0,0,1000,0,201
330.,0,0,1000,0,165
340.,0,0,1000,0,162
350.,0,0,1000,0,171
360.,0,0,1000,0,173
370.,0,0,1000,0,154
380.,0,0,1000,0,160
390.,0,0,1000,0,186
400.,0,0,1000,0,159
410.,0,0,1000,0,179
420.,0,0,1000,0,185
430.,0,0,1000,0,192
440.,0,0,1000,0,166
450.,0,0,1000,0,181
460.,0,0,1000,0,165
470.,0,0,1000,0,173
480.,0,0,1000,0,166
490.,0,0,1000,0,183
500.,0,0,1000,0,183
510.,0,0,1000,0,175
520.,0,0,1000,0,155
530.,0,0,1000,0,179
540.,0,0,1000,0,179
550.,0,0,1000,0,176
560.,0,0,1000,0,185
570.,0,0,1000,0,185
580.,0,0,1000,0,191
590.,0,0,1000,0,190
600.,0,0,1000,0,186
610.,12647,12616,1000,31,173
620.,12647,12600,1000,47,182
630.,12647,12611,1000,36,144
640.,12647,12604,1000,43,188
650.,12647,12601,1000,46,183
660.,12647,12601,1000,46,213
