# Output of 'KaSim' '-i' './SA_kphos__FREE__/level2/model_level02_kphos__FREE__.kappa' '-d' './SA_kphos__FREE__/level2' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 137292557
# "uuid" : "426300195"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,304
20.,0,0,1000,0,319
30.,0,0,1000,0,330
40.,0,0,1000,0,312
50.,0,0,1000,0,330
60.,0,0,1000,0,326
70.,0,0,1000,0,333
80.,0,0,1000,0,311
90.,0,0,1000,0,346
100.,0,0,1000,0,313
110.,0,0,1000,0,362
120.,0,0,1000,0,323
130.,0,0,1000,0,302
140.,0,0,1000,0,300
150.,0,0,1000,0,330
160.,0,0,1000,0,330
170.,0,0,1000,0,312
180.,0,0,1000,0,297
190.,0,0,1000,0,336
200.,0,0,1000,0,336
210.,0,0,1000,0,341
220.,0,0,1000,0,315
230.,0,0,1000,0,330
240.,0,0,1000,0,322
250.,0,0,1000,0,313
260.,0,0,1000,0,312
270.,0,0,1000,0,362
280.,0,0,1000,0,319
290.,0,0,1000,0,328
300.,0,0,1000,0,316
310.,0,0,1000,0,279
320.,0,0,1000,0,312
330.,0,0,1000,0,331
340.,0,0,1000,0,312
350.,0,0,1000,0,348
360.,0,0,1000,0,347
370.,0,0,1000,0,368
380.,0,0,1000,0,317
390.,0,0,1000,0,284
400.,0,0,1000,0,316
410.,0,0,1000,0,344
420.,0,0,1000,0,335
430.,0,0,1000,0,313
440.,0,0,1000,0,307
450.,0,0,1000,0,311
460.,0,0,1000,0,304
470.,0,0,1000,0,301
480.,0,0,1000,0,312
490.,0,0,1000,0,335
500.,0,0,1000,0,316
510.,0,0,1000,0,330
520.,0,0,1000,0,321
530.,0,0,1000,0,318
540.,0,0,1000,0,315
550.,0,0,1000,0,341
560.,0,0,1000,0,331
570.,0,0,1000,0,334
580.,0,0,1000,0,326
590.,0,0,1000,0,337
600.,0,0,1000,0,323
610.,12647,12163,1000,484,406
620.,12647,12161,1000,486,357
630.,12647,12171,1000,476,360
640.,12647,12162,1000,485,370
650.,12647,12150,1000,497,377
660.,12647,12161,1000,486,364
