# Output of 'KaSim' '-i' './SA_KD1__FREE__/level6/model_level06_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level6' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 345965642
# "uuid" : "865606408"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,123
20.,0,0,1000,0,121
30.,0,0,1000,0,93
40.,0,0,1000,0,99
50.,0,0,1000,0,115
60.,0,0,1000,0,114
70.,0,0,1000,0,109
80.,0,0,1000,0,87
90.,0,0,1000,0,108
100.,0,0,1000,0,88
110.,0,0,1000,0,104
120.,0,0,1000,0,100
130.,0,0,1000,0,118
140.,0,0,1000,0,99
150.,0,0,1000,0,103
160.,0,0,1000,0,104
170.,0,0,1000,0,100
180.,0,0,1000,0,97
190.,0,0,1000,0,115
200.,0,0,1000,0,84
210.,0,0,1000,0,127
220.,0,0,1000,0,87
230.,0,0,1000,0,99
240.,0,0,1000,0,111
250.,0,0,1000,0,103
260.,0,0,1000,0,113
270.,0,0,1000,0,111
280.,0,0,1000,0,128
290.,0,0,1000,0,119
300.,0,0,1000,0,110
310.,0,0,1000,0,113
320.,0,0,1000,0,103
330.,0,0,1000,0,108
340.,0,0,1000,0,100
350.,0,0,1000,0,88
360.,0,0,1000,0,103
370.,0,0,1000,0,88
380.,0,0,1000,0,100
390.,0,0,1000,0,110
400.,0,0,1000,0,100
410.,0,0,1000,0,97
420.,0,0,1000,0,108
430.,0,0,1000,0,99
440.,0,0,1000,0,111
450.,0,0,1000,0,106
460.,0,0,1000,0,106
470.,0,0,1000,0,112
480.,0,0,1000,0,100
490.,0,0,1000,0,102
500.,0,0,1000,0,111
510.,0,0,1000,0,97
520.,0,0,1000,0,93
530.,0,0,1000,0,116
540.,0,0,1000,0,101
550.,0,0,1000,0,97
560.,0,0,1000,0,103
570.,0,0,1000,0,100
580.,0,0,1000,0,128
590.,0,0,1000,0,129
600.,0,0,1000,0,99
610.,12647,12631,1000,16,102
620.,12647,12638,1000,9,93
630.,12647,12628,1000,19,85
640.,12647,12635,1000,12,86
650.,12647,12632,1000,15,94
660.,12647,12633,1000,14,97
