# Output of 'KaSim' '-i' './SA_KD1__FREE__/level9/model_level09_KD1__FREE__.kappa' '-d' './SA_KD1__FREE__/level9' '-l' '660' '-p' '10' '-syntax' '3' '--no-log' -seed 940297432
# "uuid" : "87437867"
"[T]","Ltot","freeL","Rtot","RLbonds","pR"
0.,0,0,1000,0,0
10.,0,0,1000,0,87
20.,0,0,1000,0,122
30.,0,0,1000,0,94
40.,0,0,1000,0,107
50.,0,0,1000,0,104
60.,0,0,1000,0,88
70.,0,0,1000,0,88
80.,0,0,1000,0,98
90.,0,0,1000,0,99
100.,0,0,1000,0,120
110.,0,0,1000,0,101
120.,0,0,1000,0,112
130.,0,0,1000,0,106
140.,0,0,1000,0,106
150.,0,0,1000,0,108
160.,0,0,1000,0,118
170.,0,0,1000,0,101
180.,0,0,1000,0,109
190.,0,0,1000,0,107
200.,0,0,1000,0,102
210.,0,0,1000,0,102
220.,0,0,1000,0,95
230.,0,0,1000,0,103
240.,0,0,1000,0,89
250.,0,0,1000,0,108
260.,0,0,1000,0,103
270.,0,0,1000,0,119
280.,0,0,1000,0,103
290.,0,0,1000,0,110
300.,0,0,1000,0,101
310.,0,0,1000,0,102
320.,0,0,1000,0,114
330.,0,0,1000,0,99
340.,0,0,1000,0,96
350.,0,0,1000,0,114
360.,0,0,1000,0,106
370.,0,0,1000,0,112
380.,0,0,1000,0,87
390.,0,0,1000,0,109
400.,0,0,1000,0,103
410.,0,0,1000,0,105
420.,0,0,1000,0,111
430.,0,0,1000,0,94
440.,0,0,1000,0,101
450.,0,0,1000,0,116
460.,0,0,1000,0,87
470.,0,0,1000,0,103
480.,0,0,1000,0,95
490.,0,0,1000,0,99
500.,0,0,1000,0,82
510.,0,0,1000,0,114
520.,0,0,1000,0,110
530.,0,0,1000,0,109
540.,0,0,1000,0,97
550.,0,0,1000,0,109
560.,0,0,1000,0,107
570.,0,0,1000,0,110
580.,0,0,1000,0,93
590.,0,0,1000,0,90
600.,0,0,1000,0,90
610.,12647,12638,1000,9,114
620.,12647,12632,1000,15,98
630.,12647,12640,1000,7,93
640.,12647,12634,1000,13,101
650.,12647,12635,1000,12,115
660.,12647,12637,1000,10,95
