1st	2nd	KD1__FREE__	km1__FREE__	K2RT__FREE__	km2__FREE__	kphos__FREE__	kdephos__FREE__
r1	r1	2.0045101560255802	-0.0018998240945148545	-0.010925999031813561	-0.005521026507971052	-0.018813905660520203	-0.010033679439714541
r1	r1_rev	2.027443648455961	0.003972041612103394	-0.04914020032761191	-0.029307590863736552	-0.09511288130387632	-0.04649299527449009
r1	r2	2.3802998410283034	-0.4023798554983629	-0.184739873051603	-0.5308531533838078	-0.19865336454189647	-0.04546292352286662
r1	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1	r4	1.8213226909433125	0.19652194227380573	0.29665135243916296	0.3128841550546031	0.16147661399601426	0.053934041469818436
r1	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1	r6	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r1	2.0061459978106955	-0.0023371765508745307	-0.010949233222263408	-0.0055310130184717966	-0.01884196482187547	-0.010052091946290542
r1_rev	r1_rev	2.0343183077963407	-0.009200164648789335	-0.04926759921827654	-0.02883218119197614	-0.09374767926750098	-0.047126188942185634
r1_rev	r2	2.0330581085705157	-0.008004709276537925	-0.014183851781028763	-0.040140114446048196	-0.09528437531646466	-0.09722043864464425
r1_rev	r3	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r4	1.6916968969239317	0.3241593684612909	0.029821195420861257	0.30387089579546434	-0.06438781528241375	-0.10893396266028217
r1_rev	r5	0.0	0.0	0.0	0.0	0.0	0.0
r1_rev	r6	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1	0.0	0.0	0.0	0.0	0.0	0.0
r2	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r2	r2	2.2266475137119115	-0.2772692309676176	-0.006537892867910801	-0.29980506104153465	-0.07725283920869651	-0.03784334821352735
r2	r3	1.341836200854406	-0.10978847792960304	0.7473676090969338	-0.20061117651490729	-0.046388316301794574	-0.011315171513120635
r2	r4	0.0	0.0	0.0	0.0	0.0	0.0
r2	r5	-0.5427309881344836	-0.271787420774534	0.08552041019051695	1.4729493891463792	-0.844861207855905	0.9876528670649448
r2	r6	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1	0.0	0.0	0.0	0.0	0.0	0.0
r3	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r3	r2	1.8331553807203713	0.19014020859222525	-0.04247760604542169	0.20423474052211749	-0.024308138408433072	-0.01718222245576256
r3	r3	1.3411151455484087	-0.11912925734454109	0.770989807913806	-0.19013772859599778	-0.04044660176988888	0.006221997269308355
r3	r4	1.6356112641977472	0.11426177883644006	0.32715315715049076	0.09659929911960195	-0.009524731281156305	0.0033293325442256385
r3	r5	1.3002635779297902	-0.1604582771731765	0.7847698950652847	-0.22235790456262522	-0.030519352897162556	-0.041800867522695975
r3	r6	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1	0.0	0.0	0.0	0.0	0.0	0.0
r4	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r4	r2	0.0	0.0	0.0	0.0	0.0	0.0
r4	r3	1.340835009685011	-0.11943855822634605	0.7720281148004385	-0.18994765798695087	-0.04026319558038231	0.0067955078519799225
r4	r4	2.405150114999992	-0.0814004591463428	-0.40326046512817904	-0.06027443480610023	-0.021800925862714014	-0.023241704931353364
r4	r5	0.20181801940424982	-0.0004369646106428883	0.09743144136379399	2.131488434359945	-0.4700717851715582	0.06882082687508558
r4	r6	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1	0.0	0.0	0.0	0.0	0.0	0.0
r5	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r5	r2	0.0	0.0	0.0	0.0	0.0	0.0
r5	r3	0.0	0.0	0.0	0.0	0.0	0.0
r5	r4	0.0	0.0	0.0	0.0	0.0	0.0
r5	r5	-0.5106117835248212	0.05509361357718387	-0.318071712023768	-1.9263012353030318	7.843117530706109	-27.337590591881977
r5	r6	-3.9944243568913445	1.053544738824095	-2.30025038866899	-22.726644664779407	-1372.0854031718607	431.6674228303295
r6	r1	0.0	0.0	0.0	0.0	0.0	0.0
r6	r1_rev	0.0	0.0	0.0	0.0	0.0	0.0
r6	r2	0.0	0.0	0.0	0.0	0.0	0.0
r6	r3	0.0	0.0	0.0	0.0	0.0	0.0
r6	r4	0.0	0.0	0.0	0.0	0.0	0.0
r6	r5	0.002458628726510054	0.006819640375002822	-0.0035726516211942176	-0.4961082877616771	0.30404284227242545	-0.933755009018349
r6	r6	-3.9316256192876646	1.0366565611509782	-2.2637233274797266	-22.369646732741554	-1336.2006387001434	426.32401012689445
